Pedigree,Trial,Yield,CHM,NGRDI,CHM_48,CHM_63,CHM_70,CHM_73,CHM_82,CHM_98,CHM_112,NGRDI_48,NGRDI_63,NGRDI_70,NGRDI_73,NGRDI_82,NGRDI_98,NGRDI_112
LH195/PHJ65,OI17,13.264566,1.70664228,0.064613146,0.87078298,1.463512812,1.731984819,1.885886733,1.917646492,1.981185948,1.940050874,0.085115197,0.078866181,0.087426279,0.063305011,0.052213252,0.03969055,0.045386927
LH195/PHM49,OI17,11.230311,1.556638948,0.062418977,0.769233449,1.363810226,1.676275121,1.73049271,1.694336031,1.775948636,1.731571596,0.080913454,0.078239459,0.083834604,0.066295501,0.050345983,0.030489399,0.042888841
LH195/PHM57,OI17,13.479056,1.511616131,0.064444927,0.716315662,1.28133469,1.551278019,1.675690652,1.70038565,1.753323856,1.72231277,0.083605529,0.080832901,0.086110751,0.066007174,0.051804004,0.034625466,
LH195/PHN37,OI17,11.123729,1.648431375,0.062733505,0.936034678,1.526913064,1.754897746,1.824492821,1.780575436,1.824244397,1.787880059,0.081915034,0.074028182,0.080950013,0.060431667,0.048117143,0.03975885,0.049867027
LH195/PHN47,OI17,13.4633,1.660862265,0.067275942,0.844560705,1.444087255,1.717121018,1.860325355,1.847652227,1.907671187,1.854691147,0.092019693,0.085303035,0.090169494,0.070920184,0.05572979,0.039110842,0.043265027
LH195/PHN82,OI17,12.152281,1.695995272,0.065429169,0.884973821,1.51717673,1.776030231,1.872679518,1.839227849,1.934914382,1.893935535,0.088923438,0.08341233,0.088657972,0.067719633,0.052844701,0.032148832,0.046126028
LH195/PHP60,OI17,12.544713,1.62184116,0.064558259,0.80872078,1.417679168,1.70225172,1.829466003,1.791779666,1.859252747,1.816299842,0.085398881,0.081619919,0.08716036,0.066460121,0.050758345,0.03185487,0.047618734
LH195/PHR03,OI17,14.240289,1.766508691,0.065789279,0.909458106,1.5480019,1.837562358,1.969531272,1.954206639,2.011220264,2.018682306,0.090354018,0.078611315,0.088812146,0.070336441,0.0556061,0.036242637,0.041603597
LH195/PHR55,OI17,13.80942,1.647989867,0.065213509,0.832261013,1.454421903,1.699020812,1.85205465,1.826015747,1.883822079,1.822662326,0.088114026,0.081617434,0.087451644,0.065894872,0.052102341,0.035568036,0.048050608
LH195/PHR63,OI17,11.479844,1.531442333,0.065771965,0.752778838,1.359342628,1.658634314,1.713518155,1.680200814,1.726684189,1.682996355,0.087232257,0.080575338,0.087616659,0.067905979,0.053115047,0.034476062,0.054498393
LH195/PHW30,OI17,11.519158,1.60624256,0.060274219,0.837427454,1.426557338,1.664526731,1.789752465,1.735307581,1.831573712,1.791851054,0.079866261,0.075659359,0.07916782,0.060648651,0.044955419,0.028314827,0.042756893
LH195/PHW53,OI17,11.93674,1.567054113,0.064450483,0.836752681,1.368245552,1.67599601,1.738246692,1.6953174,1.769715726,1.744549581,0.086810199,0.079715619,0.08804336,0.06734279,0.052186235,0.030902793,0.043877464
LH195/PHZ51,OI17,11.485258,1.671595208,0.062193455,0.887973597,1.469011702,1.732836799,1.867707655,1.845250809,1.897834606,1.860643612,0.082180905,0.075356522,0.085452998,0.058955306,0.048847909,0.030525119,0.049375961
LH195/Q381,OI17,9.556941,1.496682916,0.060750504,0.794636457,1.338949303,1.600242792,1.638453238,1.625789371,1.704039368,1.643482597,0.07812503,0.075632257,0.081743263,0.058848753,0.046881146,0.030087516,0.048394763
LH198/PHN37,OI17,9.939328,1.609308109,0.061089204,0.986907602,1.518316059,1.659734574,1.733934027,1.71720289,1.782585672,1.756767953,0.081162308,0.07853408,0.07619372,0.062683207,0.044150132,0.038798271,0.040291233
LH198/PHZ51,OI17,10.519307,1.726090956,0.059674572,0.974346348,1.595950176,1.820440764,1.902411958,1.880881061,1.916801742,1.888583951,0.082586762,0.074221366,0.07680792,0.061639287,0.044522182,0.029440906,0.039419602
LH212HT/LH195,OI17,12.32695,1.62210974,0.064311667,0.916411271,1.477260847,1.706176962,1.787858877,1.760580277,1.809741749,1.763019773,0.086268487,0.077426489,0.084052533,0.066906925,0.048647455,0.035993639,0.0517169
LH216/LH195,OI17,13.082249,1.660345885,0.060546617,0.894139767,1.488496474,1.741899982,1.845950297,1.807180434,1.873770007,1.831348822,0.08486731,0.07528536,0.080457727,0.057600749,0.048831646,0.029347438,0.038087324
LH74/PHN82,OI17,11.456128,1.476073319,0.059813713,0.817686961,1.357392322,1.615635047,1.591261632,1.572548238,1.628072936,1.599178569,0.081950482,0.070191671,0.078804139,0.05913281,0.044556118,0.031351006,0.041735307
NILASQ4G11I01S3/LH123HT,OI17,11.682109,1.794760014,0.064037536,1.051926188,1.66567953,1.882511022,2.017604379,1.950411441,1.991172018,1.930992684,0.087121233,0.075678824,0.084208884,0.066661414,0.051813995,0.041947393,0.042151412
NILASQ4G11I02S2/LH123HT,OI17,11.56648,1.84650649,0.065691745,1.066590087,1.692041866,1.958059303,2.049704325,2.002015874,2.072935633,1.978953264,0.088474427,0.079758595,0.08649669,0.066880804,0.051916048,0.041068075,0.049479286
NILASQ4G11I03S2/LH123HT,OI17,10.892226,1.71443841,0.062144635,0.992609598,1.569280948,1.842162764,1.882611617,1.835562874,1.914383712,1.848580444,0.084603628,0.074957461,0.083094865,0.065179986,0.049753248,0.034227783,0.041395928
NILASQ4G11I04S2/LH123HT,OI17,13.147426,1.784751984,0.06663546,1.01865289,1.648752159,1.893935231,1.971209154,1.926796052,2.01238657,1.914206905,0.090088192,0.085220115,0.088775766,0.067522364,0.055384604,0.038911521,0.048599716
NILASQ4G11I05S2/LH123HT,OI17,10.681907,1.763534991,0.062035665,1.006963057,1.628894602,1.8630303,1.973816721,1.893222278,1.964844967,1.900730793,0.089584871,0.072722007,0.082989562,0.061610179,0.049310445,0.032330162,0.042079922
NILASQ4G11I06S3/LH123HT,OI17,11.878662,1.825925953,0.063145619,1.070199005,1.701412583,1.897123141,2.009338139,1.965449878,2.055958273,1.979080873,0.085631952,0.070661114,0.082347492,0.061992386,0.05041105,0.037483811,0.049877845
NILASQ4G11I07S3/LH123HT,OI17,10.823707,1.818152636,0.065100914,1.040036319,1.663366987,1.932743088,2.019265607,1.963838309,2.017870592,1.974558404,0.089233033,0.079806618,0.087251943,0.065975642,0.053225164,0.033922843,0.048032367
NILASQ4G11I08S3/LH123HT,OI17,11.920289,1.850963174,0.063216373,1.056438931,1.676513003,1.966263794,2.069995585,2.013432556,2.070744501,2.017332753,0.085431015,0.075677742,0.084580175,0.066553789,0.051464525,0.032982482,0.042814969
NILASQ4G11I09S2/LH123HT,OI17,11.208335,1.799895591,0.066777023,1.015589561,1.64989689,1.871782285,1.999697801,1.921935065,2.036948098,1.980966526,0.094931123,0.077463105,0.090498507,0.070407354,0.055167091,0.038580085,0.048711981
NILASQ4G11I10S2/LH123HT,OI17,12.019274,1.755045746,0.066934229,0.999903964,1.644454353,1.878445558,1.949650867,1.875772511,1.953182842,1.876045425,0.088823321,0.079752929,0.086835088,0.065068089,0.052075309,0.049385838,0.054908402
NILASQ4G11I11S2/LH123HT,OI17,11.771092,1.781286686,0.063357638,1.016078335,1.629707169,1.919987172,1.977853512,1.929101105,1.98767098,1.91025414,0.086897842,0.078929715,0.084400719,0.06766681,0.051311165,0.032554826,0.041349929
NILASQ4G11I12S3/LH123HT,OI17,12.334358,1.885550009,0.062676554,1.067364344,1.707874228,2.000326652,2.100682832,2.053365502,2.123420167,2.047805491,0.085609185,0.078784923,0.084681708,0.065379625,0.050423573,0.030773466,0.039206701
NILASQ4G21I01S2/LH123HT,OI17,11.247994,1.773082161,0.063977331,1.038495092,1.632985005,1.85863399,1.964017568,1.897564235,2.004998067,1.915005838,0.085643925,0.076430452,0.085584265,0.068122905,0.051557286,0.036068647,0.045020261
NILASQ4G21I02S2/LH123HT,OI17,10.862145,1.789187619,0.063249976,1.024988694,1.622746093,1.860935625,1.97946407,1.948375642,1.988979831,1.988382141,0.089516117,0.077562283,0.083943291,0.066783669,0.050138536,0.033263755,0.042084735
NILASQ4G21I03S2/LH123HT,OI17,11.180038,1.802044881,0.063641029,1.066555449,1.647604054,1.91008697,1.974423072,1.919983703,2.026016418,1.95908876,0.087780034,0.075338771,0.082816111,0.066227373,0.051665301,0.033979114,0.045639818
NILASQ4G21I04S2/LH123HT,OI17,10.371676,1.796655294,0.061190484,1.035365226,1.65476165,1.902477437,1.984964377,1.926786961,2.010237,1.958909427,0.084318588,0.073494443,0.083508071,0.063707196,0.048845973,0.0307274,0.038586595
NILASQ4G21I05S2/LH123HT,OI17,11.572006,1.797999998,0.064233576,1.038949692,1.655800271,1.886084345,1.970392235,1.922999039,2.028463984,1.989948243,0.088852251,0.077235182,0.087124376,0.067050339,0.052339757,0.033999822,
NILASQ4G21I06S2/LH123HT,OI17,12.250075,1.778298095,0.063395563,1.033603425,1.632577044,1.917359371,1.964063159,1.916702863,1.992031471,1.92952641,0.086021513,0.077193479,0.086149363,0.065704049,0.051671553,0.032789825,0.045385079
NILASQ4G21I07S2/LH123HT,OI17,11.928915,1.729817976,0.062861811,1.007348213,1.586485853,1.839753146,1.888762829,1.864286033,1.936808959,1.851768623,0.088076306,0.075101649,0.085768474,0.066794662,0.051636936,0.031080507,0.039333284
NILASQ4G21I08S2/LH123HT,OI17,12.486353,1.749475404,0.065176992,0.998000238,1.601296209,1.853787736,1.919991515,1.884070658,1.967198325,1.907300184,0.088915572,0.078054168,0.087379073,0.068562749,0.053977796,0.035580066,0.045942023
NILASQ4G21I09S2/LH123HT,OI17,11.812321,1.762746241,0.065289881,1.038894576,1.624189281,1.866611325,1.953658335,1.875085668,1.979021021,1.897413908,0.091416371,0.076389014,0.085980983,0.067629257,0.053249526,0.037638127,0.050002181
NILASQ4G21I10S2/LH123HT,OI17,10.370687,1.715909255,0.063822766,1.007470958,1.560838934,1.851498508,1.882531924,1.81917413,1.930533801,1.851101818,0.088192421,0.079050896,0.085251538,0.06505492,0.050824558,0.035584489,0.044867902
NILASQ4G21I11S2/LH123HT,OI17,10.569497,1.716298948,0.0623153,1.005199882,1.571006847,1.814399436,1.887850273,1.836445437,1.938921176,1.847292958,0.085024936,0.075754535,0.083832368,0.065467312,0.049128066,0.033661028,0.043733928
NILASQ4G21I12S2/LH123HT,OI17,11.475992,1.772209078,0.063340109,1.012072217,1.605977084,1.890216225,1.967497745,1.909159039,1.987853301,1.92349052,0.084045914,0.076940953,0.084510807,0.064367036,0.050753836,0.035464987,0.047394398
NILASQ4G31I01S2/LH123HT,OI17,11.292528,1.789371847,0.062066634,1.017186337,1.618874585,1.922669493,1.988344457,1.94490547,1.977132426,1.99142766,0.085293874,0.076631458,0.083901686,0.063657959,0.050625849,0.031336258,0.043010246
NILASQ4G31I02S3/LH123HT,OI17,11.860125,1.843800366,0.062778915,1.081691304,1.705841214,1.951835495,2.029343477,2.012232551,2.048240265,2.012976852,0.085558745,0.080593333,0.08403645,0.063282456,0.051116798,0.032456307,0.038932975
NILASQ4G31I03S2/LH123HT,OI17,11.585808,1.748814946,0.063444638,0.997461172,1.579747745,1.830939295,1.953076549,1.883230301,1.983248927,1.902511977,0.087418047,0.077170384,0.085999662,0.065432568,0.050268392,0.03662027,0.043389023
NILASQ4G31I04S2/LH123HT,OI17,11.802244,1.821304008,0.060525525,1.050106234,1.657922546,1.93236446,2.01557902,1.968073259,2.02930425,2.028867155,0.085084367,0.076286274,0.082580397,0.06183698,0.04821484,0.029436111,0.033849411
NILASQ4G31I05S3/LH123HT,OI17,10.881068,1.760234726,0.060524678,1.000449453,1.60595045,1.837993239,1.964392708,1.91336317,1.967562931,1.928170248,0.084837512,0.075789879,0.082082586,0.061580118,0.046746725,0.028666156,0.038902725
NILASQ4G31I06S2/LH123HT,OI17,11.718927,1.786496309,0.064189203,1.027141224,1.612393174,1.871307584,1.984721948,1.932290758,2.030562591,1.953083501,0.08838269,0.077975088,0.08604689,0.065976409,0.051730959,0.033040997,0.047610699
NILASQ4G31I07S3/LH123HT,OI17,11.092327,1.808159144,0.059847363,1.034956301,1.651409514,1.902524096,2.002857667,1.934110152,2.029504105,2.02060761,0.082503009,0.074028273,0.081579661,0.060863648,0.045728722,0.028925209,0.037038321
NILASQ4G31I08S2/LH123HT,OI17,11.454252,1.766462054,0.065297904,1.01059887,1.579133361,1.876674639,1.956350524,1.891181527,1.980508799,1.93742902,0.088330438,0.081851651,0.085553301,0.065784212,0.052054012,0.036624044,0.050888919
NILASQ4G31I09S2/LH123HT,OI17,11.516013,1.807299428,0.062895367,1.04345695,1.634484391,1.898480937,2.009140085,1.940727768,2.017671539,2.007036993,0.08602362,0.080120853,0.083963365,0.063826866,0.048988208,0.031611037,0.042566377
NILASQ4G31I11S3/LH123HT,OI17,11.310766,1.665261012,0.063576966,0.924467659,1.498022943,1.765720273,1.844658228,1.77416482,1.885664,1.82804961,0.089879499,0.078753872,0.085687504,0.06532155,0.051057623,0.030441471,
NILASQ4G31I12S2/LH123HT,OI17,12.02701,1.73430173,0.061878981,0.975187826,1.580175894,1.810071701,1.919863769,1.861276093,1.947047418,1.929480409,0.086042917,0.075650217,0.08405527,0.063042602,0.049090532,0.028985551,0.040799772
NILASQ4G41I01S2/LH123HT,OI17,11.181405,1.803688132,0.060008099,1.036770433,1.659352123,1.905869557,1.997210247,1.945316112,1.99668468,1.99826646,0.088468406,0.073883325,0.081677547,0.060924346,0.044903137,0.027680282,0.034007919
NILASQ4G41I02S3/LH123HT,OI17,11.881322,1.751411624,0.061990101,0.973386267,1.586342798,1.851954837,1.958633473,1.906718129,1.968554451,1.910905021,0.086552066,0.07826911,0.083230254,0.063542056,0.048694963,0.030362959,0.038414878
NILASQ4G41I03S2/LH123HT,OI17,8.615196,1.690793202,0.060365933,0.96666558,1.573663585,1.77761838,1.868555457,1.822573421,1.903497924,1.793032267,0.087328305,0.07511672,0.078489329,0.059171334,0.044485985,0.029145193,0.040597357
NILASQ4G41I04S3/LH123HT,OI17,12.450691,1.722003787,0.061463656,0.969702545,1.56991066,1.826264566,1.939618699,1.86618046,1.923201798,1.883512707,0.086379138,0.075628337,0.08404465,0.063962417,0.047852439,0.029340564,0.040337268
NILASQ4G41I05S3/LH123HT,OI17,11.823235,1.77052529,0.063944902,1.014597527,1.61856332,1.868093747,1.962066372,1.905086358,1.977353776,1.942932842,0.091881778,0.079322103,0.086494281,0.06738012,0.050010305,0.030779829,0.041837456
NILASQ4G41I06S3/LH123HT,OI17,10.470797,1.738692657,0.066475972,0.980294545,1.564512639,1.844052635,1.917863076,1.871064391,1.948601267,1.924858777,0.094748796,0.08202255,0.091068155,0.071224503,0.054293913,0.034359802,0.043570127
NILASQ4G41I07S2/LH123HT,OI17,10.921281,1.762690818,0.062679253,0.979974726,1.605763411,1.897038216,1.967033991,1.919919095,1.961759354,1.928740389,0.087552592,0.076175885,0.084837011,0.063170805,0.04911521,0.033639171,0.04207479
NILASQ4G41I08S2/LH123HT,OI17,11.542494,1.759580824,0.06166847,0.988806954,1.607618307,1.866705234,1.961497596,1.911338126,1.977454504,1.899984068,0.087819862,0.075919958,0.084014179,0.06453602,0.048296543,0.029556677,0.037066987
NILASQ4G41I09S2/LH123HT,OI17,11.665452,1.732799537,0.062243967,0.976221887,1.540257782,1.815921502,1.907549307,1.877265944,1.960402147,1.908259822,0.088597469,0.076000035,0.083522878,0.063045503,0.048629427,0.029362667,0.042040493
NILASQ4G41I10S2/LH123HT,OI17,11.972223,1.727644804,0.059391188,0.992186533,1.571949045,1.838642871,1.914079081,1.855749305,1.933101002,1.876805588,0.084782705,0.07517084,0.080093233,0.059068888,0.042830703,0.028217023,0.036078149
NILASQ4G41I11S2/LH123HT,OI17,10.603627,1.703809631,0.063275111,0.97525417,1.561602043,1.805860163,1.884101144,1.831721487,1.90587932,1.84100089,0.08841652,0.08004492,0.084085137,0.064634982,0.050060158,0.031048969,0.044120071
NILASQ4G41I12S3/LH123HT,OI17,10.908948,1.781368962,0.062586676,1.054653212,1.651455683,1.89238301,1.9924719,1.913068341,1.972880157,1.923822392,0.087664826,0.076564936,0.082426229,0.062167945,0.045406634,0.041106361,0.042359067
NILASQ4G51I01S2/LH123HT,OI17,11.743188,1.720863688,0.062753332,0.958828942,1.559456104,1.849995368,1.909377337,1.850022562,1.929798087,1.86539277,0.085740983,0.074254957,0.087908742,0.064838082,0.050466883,0.031717517,0.041403146
NILASQ4G51I02S3/LH123HT,OI17,11.094103,1.749422359,0.063659934,0.962265552,1.561802372,1.858782053,1.941300326,1.919545694,1.955302771,1.917199095,0.090063966,0.077980329,0.085503858,0.065592832,0.05090447,0.033247016,0.043298638
NILASQ4G51I03S2/LH123HT,OI17,11.136861,1.718065321,0.063195027,0.971914907,1.541275263,1.820431199,1.90285449,1.828519131,1.943736577,1.887614879,0.086280678,0.075329257,0.088018315,0.065600458,0.051031707,0.031899067,0.041880329
NILASQ4G51I04S3/LH123HT,OI17,10.405528,1.720217946,0.061256723,0.98853579,1.575066416,1.828208663,1.890186984,1.844730014,1.923398171,1.873249846,0.085495656,0.073984085,0.085229585,0.062839444,0.047591451,0.030097852,0.03756398
NILASQ4G51I05S3/LH123HT,OI17,10.595171,1.709841235,0.061553097,0.95627709,1.547904716,1.817380629,1.902684966,1.857226905,1.886389705,1.884684208,0.085883576,0.07420058,0.085120706,0.063215981,0.048688604,0.028175595,0.04027194
NILASQ4G51I06S2/LH123HT,OI17,10.986369,1.71962623,0.059229088,0.975982713,1.538372689,1.829597601,1.900050374,1.840218101,1.935538894,1.894708378,0.083007971,0.072919499,0.080066683,0.058042437,0.046267351,0.027571515,0.034736978
NILASQ4G51I07S3/LH123HT,OI17,10.449518,1.705570419,0.066857532,0.987469344,1.533672115,1.833263019,1.882028679,1.832469764,1.910916424,1.831079959,0.092328718,0.080382467,0.08823152,0.064578704,0.053065156,0.04388012,0.05143334
NILASQ4G51I08S3/LH123HT,OI17,10.4982,1.718068766,0.062437084,0.990417368,1.569723386,1.841499008,1.877355604,1.831856072,1.926278094,1.872491367,0.087285543,0.076900692,0.08297118,0.061164279,0.048898647,0.033688263,0.041356643
NILASQ4G51I09S3/LH123HT,OI17,10.889231,1.710383047,0.061332223,0.969755729,1.581376783,1.832680352,1.886582576,1.845062105,1.927151391,1.838865161,0.082889069,0.074600401,0.084802675,0.06155765,0.047850263,0.032322381,0.040479597
NILASQ4G51I10S2/LH123HT,OI17,11.746682,1.752385988,0.06069072,1.012607395,1.599700237,1.851370809,1.929404277,1.885497971,1.971343977,1.89846391,0.083325442,0.073294096,0.081663921,0.059546524,0.047120503,0.029561109,0.042797195
NILASQ4G51I11S2/LH123HT,OI17,11.794339,1.772611843,0.064810368,1.037103569,1.612895652,1.86999326,1.960197587,1.919545982,1.972615011,1.942703255,0.090794119,0.077597316,0.086230472,0.064107902,0.051745145,0.037860704,0.048388488
NILASQ4G51I12S2/LH123HT,OI17,11.490256,1.727349316,0.062412772,0.993654214,1.568557717,1.833180009,1.906657662,1.845884056,1.930382754,1.877658198,0.087122824,0.077030777,0.085285594,0.063829967,0.048268676,0.032336715,0.039418625
NILASQ4G61I01S2/LH123HT,OI17,11.231833,1.818294316,0.064015789,1.085967184,1.688741298,1.911071124,2.014039757,1.951861671,2.020375978,1.982612735,0.088973823,0.08003417,0.084919709,0.066394482,0.049755017,0.033440186,0.041911419
NILASQ4G61I02S3/LH123HT,OI17,11.923442,1.832153325,0.068095177,1.068230719,1.689475524,1.90462867,2.037446942,1.982926978,2.061105535,2.002411846,0.094085456,0.080667291,0.089095973,0.071789965,0.053783631,0.040405457,0.053663929
NILASQ4G61I03S3/LH123HT,OI17,11.47864,1.814663025,0.063637833,1.053939229,1.657870225,1.903148595,2.020288506,1.965763168,2.048668645,1.961283451,0.089949404,0.076970814,0.08585848,0.066853292,0.048786845,0.034918865,0.040146934
NILASQ4G61I04S3/LH123HT,OI17,11.461955,1.775065991,0.065493467,1.038394382,1.636539213,1.883095726,1.976125838,1.922917658,1.981174384,1.896607671,0.087940447,0.081758438,0.088422465,0.069315927,0.049673317,0.039214217,0.045835204
NILASQ4G61I05S3/LH123HT,OI17,11.33693,1.752490454,0.063354638,1.01506138,1.626083456,1.842001638,1.951278371,1.881118784,1.962338933,1.872986849,0.08769158,0.078957811,0.084685547,0.067132005,0.050013081,0.034613885,0.03842956
NILASQ4G61I06S3/LH123HT,OI17,11.318337,1.813184149,0.06564158,1.051735919,1.673371207,1.902729896,2.017181078,1.951938324,2.025468121,1.984654576,0.090133597,0.079223685,0.086757416,0.068464576,0.051014459,0.037443573,0.047933282
NILASQ4G61I07S3/LH123HT,OI17,11.217557,1.756613182,0.059768521,1.015065122,1.621215731,1.855813113,1.96284904,1.88523788,1.96044061,1.884028388,0.082013807,0.071918324,0.077529655,0.061750429,0.043845453,0.03223742,0.039924336
NILASQ4G61I08S2/LH123HT,OI17,11.279851,1.775182269,0.064297227,1.028104561,1.634839496,1.854847591,1.982128985,1.908876073,1.987380055,1.927190428,0.088108349,0.072136735,0.087347172,0.070938044,0.05089392,0.035722187,0.044129672
NILASQ4G61I09S2/LH123HT,OI17,11.259781,1.779860663,0.065101245,1.022034128,1.63960412,1.885531796,1.985546615,1.916107736,1.978274487,1.925007745,0.087811789,0.080002738,0.086869371,0.067816466,0.050828678,0.033879436,0.048261942
NILASQ4G61I10S3/LH123HT,OI17,11.034888,1.757874751,0.065063911,1.001367851,1.60891032,1.862191385,1.967284923,1.898928083,1.961917128,1.898888793,0.088945581,0.079265901,0.087794367,0.066181784,0.049522257,0.038073744,0.04394605
NILASQ4G61I11S2/LH123HT,OI17,12.090377,1.738305001,0.064621956,0.998260159,1.615474253,1.855735895,1.914449715,1.885871372,1.932068338,1.865001761,0.088651862,0.078969369,0.085752106,0.06756916,0.049056738,0.040941969,0.041156049
NILASQ4G61I12S2/LH123HT,OI17,10.717429,1.795955625,0.066797826,1.022273362,1.662388863,1.887356489,1.99109278,1.943653861,2.034546975,1.943891957,0.089086582,0.083799195,0.088776419,0.069745214,0.051938975,0.045178145,0.044392571
NILASQ4G71I01S2/LH123HT,OI17,9.886622,1.721646201,0.06290141,1.025351746,1.553931861,1.849913543,1.900377512,1.843840878,1.906437812,1.836886207,0.085739842,0.074539662,0.081907354,0.060346647,0.04791985,0.036388264,0.049753506
NILASQ4G71I02S2/LH123HT,OI17,12.574581,1.838766977,0.062839049,1.077494986,1.674210265,1.934101309,2.037573829,1.993542511,2.066723881,2.003948041,0.08217073,0.078167748,0.08142809,0.064554826,0.050234747,0.033908937,0.041642964
NILASQ4G71I03S2/LH123HT,OI17,13.067468,1.751186908,0.062970099,1.037685752,1.59650873,1.841589537,1.939001301,1.87158912,1.978055392,1.895911043,0.086536914,0.075318068,0.083412219,0.063914791,0.050345495,0.033565468,0.043762103
NILASQ4G71I04S2/LH123HT,OI17,11.54584,1.735532582,0.063788671,1.012273006,1.608264689,1.872108211,1.930226245,1.8786426,1.929765131,1.83804991,0.087243081,0.076217059,0.083050736,0.063352086,0.048856189,0.041218992,0.04636593
NILASQ4G71I05S2/LH123HT,OI17,10.457876,1.754845166,0.063162721,1.033850564,1.608433166,1.878219375,1.933173842,1.890367182,1.94835559,1.892766037,0.086010784,0.075678611,0.083847307,0.063215156,0.049735724,0.038581641,0.040482862
NILASQ4G71I06S2/LH123HT,OI17,11.193975,1.806468002,0.064673789,1.058294724,1.638154833,1.915670738,1.995553405,1.93948503,2.020685244,1.97772282,0.087303861,0.077690953,0.085994433,0.064259564,0.051422035,0.036374967,0.047948076
NILASQ4G71I07S2/LH123HT,OI17,10.927458,1.761473275,0.064996651,1.031657291,1.618022396,1.888469485,1.94678785,1.914066977,1.964715347,1.893872596,0.085099933,0.078425458,0.086521373,0.068942024,0.052603741,0.037066621,0.047791976
NILASQ4G71I08S3/LH123HT,OI17,11.988125,1.746949435,0.06387505,1.031084569,1.628295892,1.873451947,1.941611652,1.881712184,1.927948697,1.872381441,0.0850196,0.075949239,0.085052688,0.066645707,0.05185549,0.039209692,0.040179795
NILASQ4G71I09S2/LH123HT,OI17,9.950475,1.669116723,0.06114422,0.994961806,1.542700036,1.757975538,1.835951275,1.79318913,1.848699777,1.781908897,0.085552782,0.073708618,0.081276508,0.061180672,0.048512352,0.030250082,0.040759337
NILASQ4G71I10S2/LH123HT,OI17,12.806269,1.735343643,0.062705353,1.028159486,1.603777771,1.834039573,1.911161569,1.87261359,1.932299043,1.861677515,0.085514835,0.076877088,0.081770231,0.061929688,0.049303357,0.032963446,0.045168392
NILASQ4G71I11S3/LH123HT,OI17,11.999372,1.733663692,0.065719063,0.979390044,1.593538396,1.857003822,1.922838212,1.888946639,1.935372488,1.836482183,0.090101359,0.078053819,0.086621654,0.06598215,0.05422048,0.038042302,0.047960949
NILASQ4G71I12S3/LH123HT,OI17,11.939032,1.752521345,0.064515238,1.022634152,1.623144902,1.881175284,1.935126633,1.898599926,1.94472115,1.886365812,0.085083392,0.079796533,0.084485955,0.065183128,0.052166976,0.035272281,0.048403107
PB80/PHZ51,OI17,11.388838,1.737213069,0.061487967,0.970916344,1.615422194,1.823256852,1.907881256,1.880721615,1.94979928,1.917973196,0.085878383,0.072391357,0.080819014,0.063255871,0.046764894,0.032638237,0.04595552
PHB47/PHZ51,OI17,10.221792,1.585840757,0.06111647,0.912277161,1.468583674,1.688172276,1.734851242,1.722531095,1.75782526,1.679761071,0.084167969,0.074153726,0.078707727,0.060576681,0.044750611,0.039437413,0.041622278
PHG29/PHG47,OI17,9.327706,1.382116866,0.060727073,0.766610092,1.256135594,1.522087523,1.516907229,1.471139985,1.510847827,1.472651218,0.078008237,0.078963803,0.077615813,0.053675969,0.040009355,0.039257083,0.051032169
PHG39/PHN82,OI17,11.305826,1.560059557,0.060422256,0.839379033,1.403958344,1.628987736,1.713935637,1.681386356,1.741186358,1.727341208,0.082026668,0.074877472,0.08193723,0.058266687,0.047869945,0.030154377,0.042033626
PHG39/TX205,OI17,10.355069,1.685213572,0.063365816,0.923531764,1.481430749,1.740974563,1.870306181,1.85568895,1.888708357,1.870962055,0.085126879,0.076877442,0.08240754,0.065942533,0.050523588,0.035881522,0.04514884
PHG80/PHZ51,OI17,8.645174,1.618716332,0.063917517,0.941871647,1.484044343,1.692005621,1.769538393,1.740371709,1.807374768,1.767137133,0.090786463,0.074960051,0.084848464,0.066992762,0.05103584,0.033620763,0.046863864
PHHB9/LH123HT,OI17,11.458395,1.657918219,0.061874927,0.93634661,1.48834145,1.734109508,1.842815807,1.795133832,1.86345434,1.825516635,0.083745471,0.077550367,0.082702635,0.064315372,0.049666673,0.030334278,0.040686716
PHHB9/LH185,OI17,10.1313,1.537993777,0.062985425,0.823465272,1.399185801,1.621579974,1.717591964,1.66496397,1.73036545,1.664271613,0.086462233,0.076063758,0.085412437,0.065909104,0.049723568,0.033614623,0.039382586
PHHB9/LH210,OI17,10.26188,1.637909259,0.062116078,0.869557934,1.472591813,1.702206058,1.830295036,1.779318595,1.84339741,1.801565928,0.085698554,0.076899629,0.086428344,0.063845038,0.048204498,0.02905272,0.037988519
PHHB9/NK787,OI17,11.622874,1.709101644,0.061758608,0.924136173,1.547471602,1.798278246,1.879916253,1.867756857,1.902742032,1.909301527,0.085353498,0.076090446,0.082555089,0.063715144,0.048382924,0.02753215,
PHHB9/PHJ65,OI17,11.363446,1.66214496,0.064970468,0.832806928,1.475219059,1.698471519,1.855676313,1.822886751,1.910502051,1.869710176,0.087352704,0.081289047,0.087279498,0.066882791,0.051151526,0.034783521,0.044915517
PHHB9/PHM49,OI17,10.239064,1.5358907,0.062929882,0.780545421,1.344843861,1.630338149,1.697243865,1.669112208,1.730315624,1.730579752,0.082332671,0.079657595,0.086262297,0.064578913,0.048450742,0.031674384,0.045421082
