Pedigree,Trial,Yield,CHM,NGRDI,CHM_48,CHM_63,CHM_70,CHM_73,CHM_82,CHM_98,CHM_112,NGRDI_48,NGRDI_63,NGRDI_70,NGRDI_73,NGRDI_82,NGRDI_98,NGRDI_112
PHHB9/LH123HT,LP17,6.960854,1.821472786,0.061683568,1.097499479,2.09460363,2.055095135,2.090420585,1.950285132,1.88155143,1.692162435,0.116122023,0.112878091,0.077098788,0.065122866,,,0.011958123
PHHB9/LH185,LP17,6.09513,1.700661644,0.065564983,1.05746926,1.984463892,1.917316934,1.964521257,1.853464053,1.704862247,1.508182354,0.125857721,0.114080375,0.082116363,0.06840419,0.030747377,0.030500751,0.016339753
PHHB9/LH210,LP17,7.525599,1.917294045,0.065600015,1.190857336,2.200858801,2.164078261,2.185357235,2.057903867,1.984416586,1.811515978,0.124662484,0.116332311,0.082724642,0.068411991,0.029850322,0.029186494,0.017932531
PHHB9/NK787,LP17,5.701952,1.941109011,0.063193356,1.175744153,2.216552452,2.156404333,2.205338838,2.113676306,2.002514683,1.879061398,0.118632593,0.117399327,0.080522153,0.067935042,0.023013267,0.02211649,0.016460239
PHHB9/PHJ65,LP17,5.424939,1.964384159,0.068173204,1.137983376,2.244507755,2.176329762,2.276388169,2.113008596,2.065503039,1.92916366,0.126186451,0.128808933,0.090139295,0.075708426,0.027022993,0.026740847,0.017075644
PHHB9/PHM49,LP17,5.156134,1.76197324,0.062710197,0.987410603,1.993198463,1.971537932,2.019463147,1.938240207,1.827303609,1.718447038,0.118703839,0.119280335,0.078614098,0.065435277,0.020449543,0.020111408,0.017840648
PHHB9/PHM57,LP17,6.893587,1.843336601,0.065898182,1.040533112,2.054517692,2.064374903,2.114513895,2.055351981,1.913033684,1.811666394,0.123576043,0.125621911,0.084342348,0.07133398,0.024731906,0.024152084,0.015279789
PHHB9/PHN47,LP17,6.592895,1.915056226,0.06708008,1.103353415,2.146908962,2.163119627,2.183537506,2.119334187,2.006768602,1.880104036,0.125859276,0.123278419,0.085767658,0.074547295,0.026983342,0.026609829,0.017174788
PHHB9/PHN82,LP17,5.271554,1.786280186,0.064603344,1.024474447,1.99479678,1.979278916,2.059032417,1.948239912,1.861839264,1.776825445,0.117229021,0.119726303,0.084431656,0.071377461,0.025908134,0.025101432,0.014266007
PHHB9/PHP60,LP17,4.906798,1.864530839,0.065978336,1.143628846,2.113566507,2.085770858,2.117870737,2.002645995,1.955451701,1.782115245,0.124081867,0.121026019,0.083702229,0.072488862,0.024574649,0.023796534,
PHHB9/PHR03,LP17,5.771668,1.961188045,0.063736723,1.147256479,2.248363051,2.191506036,2.240109609,2.102719331,2.079698744,1.909794626,0.120879443,0.11869879,0.0813988,0.06800027,0.023622906,0.022674764,0.015490949
PHHB9/PHR55,LP17,6.894456,1.837164869,0.065033993,1.09537366,2.121080766,2.097053327,2.118681403,1.960161232,1.878701898,1.69576051,0.121502878,0.114267314,0.080718193,0.067906125,0.026125296,0.025753252,0.023103008
PHHB9/PHR63,LP17,6.046609,1.735260496,0.061850297,0.988545934,2.014256101,1.914851532,1.996811976,1.891021652,1.782850953,1.68202659,0.116876607,0.113669397,0.078374157,0.065546979,0.02122159,0.020854065,0.015335365
PHHB9/PHW30,LP17,5.760142,1.892101354,0.062787266,1.114894726,2.133695701,2.093161267,2.125838869,2.049653845,1.998991209,1.870684311,0.118139145,0.114948673,0.082349539,0.065632025,0.022618923,0.024012895,0.014450245
PHHB9/PHW53,LP17,5.634331,1.721214797,0.065184932,1.008698586,1.961162055,1.903867321,1.964974155,1.862095687,1.789936162,1.635793271,0.125428893,0.117670681,0.083433999,0.067969755,0.025906536,0.026966209,0.014633804
PHHB9/PHZ51,LP17,4.488858,1.785270563,0.064228519,1.051703002,2.041131708,1.996695288,2.069454982,1.927834964,1.816021549,1.691612094,0.11690387,0.11889758,0.08322458,0.06905434,0.024017517,0.023658314,0.018294626
PHHB9/Q381,LP17,5.52603,1.68277078,0.061522693,1.02661271,1.909487089,1.845765585,1.91698838,1.8148441,1.773855148,1.576448705,0.117708175,0.111069176,0.075938239,0.063751546,0.023595206,0.024311076,0.014167932
PHN11_OH43_0001/PHB47,LP17,5.863312,1.62124396,0.063443316,1.027605192,1.913826096,1.829126181,1.869198642,1.778473718,1.613606499,1.377127375,0.119970528,0.105690787,0.076180429,0.063106252,0.0299109,0.031165757,0.022511872
PHN11_PHG47_0251/PHB47,LP17,4.518875,1.707619286,0.059154529,1.097392361,1.985538937,1.911810466,1.97073337,1.844924323,1.744516929,1.488048221,0.115645344,0.103606892,0.071540955,0.058597243,0.021860445,0.023311055,0.013598222
PHN11_PHW65_0323/LH195,LP17,6.655291,1.777928257,0.062438137,1.048262779,2.026142023,1.999359419,2.043012115,1.960274761,1.870434083,1.610824445,0.116887833,0.110364773,0.07617729,0.064231381,0.026934053,0.026419834,0.017860389
PHP02/PHG47,LP17,5.507565,1.493103468,0.060572406,0.962288439,1.770650419,1.718801187,1.759811956,1.630535645,1.37431326,1.24947671,0.117979039,0.107046076,0.075066814,0.061498857,0.022364567,0.022497844,0.017269279
PHP38/LH123HT,LP17,5.788701,1.901388193,0.06088079,1.160838143,2.167107026,2.12800195,2.154119817,2.123287213,1.984091454,1.761279757,0.115683595,0.110265517,0.074036467,0.06089398,0.023405995,0.023120278,0.018415062
PHP38/LH185,LP17,5.764975,1.763468361,0.061551524,1.113362703,2.012705493,1.984477367,2.005284693,1.900166705,1.806413198,1.631665641,0.118700195,0.113134053,0.077610117,0.063733191,0.021994563,0.022496882,0.012990186
PHP38/LH210,LP17,7.310791,1.9421892,0.063103003,1.27038215,2.223468341,2.210797574,2.201573932,2.126575718,1.949707235,1.777900962,0.121803896,0.110730278,0.077206179,0.064705077,0.025215193,0.025451663,0.01964933
PHP38/PHJ65,LP17,6.032102,1.857394483,0.060741686,1.136693843,2.132674388,2.091006047,2.111697752,2.037207241,1.887263339,1.754678636,0.114741499,0.112103125,0.07642611,0.063975189,0.021380092,0.02126822,0.014170523
PHP38/PHM49,LP17,5.933596,1.740267909,0.059934708,1.043236094,1.983853114,1.920938227,1.987486444,1.932020138,1.767302502,1.643238292,0.112840129,0.109044172,0.071897792,0.059396945,0.02468072,0.024427132,0.013547938
PHP38/PHM57,LP17,6.311245,1.781621835,0.062890839,1.001464744,1.999405516,1.993715538,2.039070226,1.965950036,1.878173059,1.700859454,0.118056887,0.114360345,0.078007388,0.064434901,0.024470812,0.024566756,0.015772794
PHP38/PHN47,LP17,6.013676,1.867375047,0.061858065,1.093406479,2.102955519,2.112591322,2.139580587,2.058257955,1.930124396,1.778874999,0.114795566,0.114837631,0.081077492,0.065901191,0.021298521,0.021055966,0.015414833
PHP38/PHN82,LP17,6.167221,1.758925841,0.061814456,1.103534744,1.984335577,1.974341975,2.005541518,1.895603346,1.818082906,1.642039877,0.117160165,0.108221872,0.078203055,0.063306274,0.024592185,0.024638818,0.013365327
PHP38/PHP60,LP17,4.489541,1.694371298,0.058849307,1.095920587,1.93191869,1.870027644,1.948763386,1.817681764,1.719992045,1.572538523,0.116935014,0.103845213,0.073005054,0.056343347,0.019750906,0.021042031,0.013571681
PHP38/PHR03,LP17,7.195986,1.932716079,0.061852706,1.196650177,2.242734671,2.221133136,2.218435186,2.1018447,1.975796023,1.719452873,0.120484076,0.110382349,0.078333001,0.064220244,0.022925773,0.02199632,0.014644322
PHP38/PHR55,LP17,6.079329,1.909289656,0.059622645,1.168546517,2.1703189,2.167260843,2.178552828,2.079184833,2.004205747,1.74517461,0.112840242,0.108019299,0.074188414,0.062326004,0.018817023,0.018428608,0.016317858
PHP38/PHR63,LP17,5.201398,1.705332508,0.063211405,1.036469515,1.959431791,1.926125902,1.952948462,1.906945772,1.686260287,1.555756543,0.115527207,0.111357355,0.076845703,0.062272159,0.030056602,0.029364278,0.021069763
PHP38/PHW30,LP17,5.548115,1.850942763,0.059779535,1.184843735,2.1168959,2.075517403,2.089993541,2.019299094,1.894694665,1.7004276,0.112268135,0.109885907,0.076728838,0.060191377,0.022476589,0.022162351,0.010920114
PHP38/PHW53,LP17,5.80496,1.752080425,0.06281556,1.046241565,2.014444754,1.953492764,1.98930267,1.965911424,1.760537799,1.616703691,0.117153892,0.111673124,0.076486152,0.064182009,0.027222552,0.02657953,0.018108643
PHP38/Q381,LP17,3.863406,1.602750644,0.062277215,0.941022605,1.850772761,1.795903155,1.856917673,1.712052499,1.645631185,1.447488306,0.113992743,0.110039754,0.076067171,0.060538529,0.027679592,0.027397418,0.023114945
PHV63/LH123HT,LP17,5.940887,1.751177214,0.061510779,1.121232441,2.049176437,1.99502349,1.980941649,1.976722138,1.7269408,1.507590654,0.119496172,0.108422322,0.075134136,0.06227506,0.023949841,0.024717368,0.014247105
PHV63/NK787,LP17,8.769355,2.074924278,0.069318661,1.298611046,2.350913334,2.315993603,2.336520992,2.223566943,2.175934576,2.043147257,0.131580592,0.122124682,0.087697462,0.073583931,0.033964109,0.033861838,0.019115788
PHV63/PGM49,LP17,6.396983,1.768170121,0.061867999,1.113235411,2.011569786,1.960105859,2.004421327,1.900016652,1.876089602,1.65466281,0.119074022,0.110469583,0.076367159,0.06324623,0.026322799,0.026086015,0.01376177
PHV63/PH210,LP17,7.562782,1.876387932,0.063755598,1.238135289,2.139961852,2.085224235,2.102117551,1.988827943,1.963540452,1.75831198,0.122460229,0.109626913,0.076248011,0.063272418,0.029232213,0.029037536,0.01886964
PHV63/PHJ65,LP17,7.079548,1.951092105,0.060706418,1.171408984,2.245114458,2.163038615,2.21967996,2.090377271,2.055388619,1.901204105,0.118575189,0.110526706,0.077706726,0.062817019,0.019701999,0.01975981,0.013781254
PHV63/PHM57,LP17,5.815746,1.782342938,0.062180541,1.062040067,2.031994933,2.013842872,2.030200238,1.963615442,1.84287755,1.652371054,0.120582775,0.110289616,0.076279109,0.063288856,0.024993071,0.02457478,0.015084106
PHV63/PHN47,LP17,7.80526,1.966947717,0.063832966,1.179292926,2.247156017,2.175519393,2.224359119,2.159571673,2.056678298,1.926884796,0.125283783,0.115901133,0.082608471,0.067699049,0.022719465,0.022251774,0.014836562
PHV63/PHN82,LP17,5.053882,1.653131649,0.060592523,0.942667677,1.869077421,1.8579072,1.917155471,1.811439694,1.679508118,1.539993073,0.10989034,0.113373991,0.076241837,0.062713342,0.020914179,0.020215835,0.016791783
PHV63/PHP60,LP17,4.345796,1.845811192,0.064235618,1.105003613,2.104252927,2.03555674,2.116256856,2.018045437,1.87580123,1.815794144,0.122036719,0.116780964,0.080290745,0.065065372,0.026330217,0.026287114,0.017637726
PHV63/PHR03,LP17,5.101006,1.965723354,0.060082214,1.196009812,2.28434228,2.196607508,2.225515881,2.147247364,2.058076441,1.853782563,0.116509207,0.111375531,0.075243394,0.062053079,0.018302917,0.017948696,0.013095819
PHV63/PHR55,LP17,5.905954,1.805843884,0.061553566,1.138763252,2.077782305,2.025501306,2.05432238,1.95790483,1.81717848,1.690972841,0.117426426,0.109701793,0.075844128,0.059731881,0.024201431,0.025458647,0.015518439
PHV63/PHR63,LP17,6.099589,1.806776951,0.061035941,1.149278785,2.040851294,2.001241774,2.035781876,1.954061037,1.900430652,1.692645314,0.121656777,0.10627242,0.076399404,0.063004439,0.01924355,0.019478445,0.016022498
PHV63/PHW30,LP17,6.181972,1.89463185,0.057919681,1.243986369,2.145878143,2.10120049,2.107060405,2.046324012,1.996654205,1.763793529,0.112565088,0.102708538,0.07144834,0.055855296,0.020534713,0.020464646,0.012786007
PHV63/PHW53,LP17,6.563657,1.712095273,0.065409875,1.060253247,1.959631757,1.909166922,1.960688685,1.827501796,1.749641438,1.601221496,0.122801376,0.113114712,0.08258384,0.067284107,0.02854859,0.028237002,0.021289453
PHV63/PHZ51,LP17,5.53492,1.701527935,0.064239837,1.078949094,1.98380067,1.922271571,1.942857399,1.859452499,1.724751979,1.477720761,0.119706293,0.107657986,0.078035636,0.063065458,0.031533716,0.032388694,0.022126651
PHV63/Q381,LP17,5.261612,1.671695169,0.059611348,1.08195113,1.915857254,1.853938,1.903770016,1.810683001,1.672852523,1.552652887,0.116882974,0.105319002,0.07236207,0.056126375,0.023409684,0.023538002,0.015177756
PHW52/LH185,LP17,5.478096,1.646134098,0.059563421,1.001753529,1.897030169,1.830566281,1.86671336,1.759965087,1.682747341,1.533919006,0.118758482,0.107159731,0.073017089,0.058125161,0.022585851,0.021516715,0.011128815
PHW52/LH210,LP17,7.611217,1.852247536,0.06332235,1.201708271,2.125735609,2.080257583,2.118693879,2.015745949,1.889297379,1.666278171,0.12649464,0.112456632,0.07835781,0.065077848,0.022987209,0.023518591,0.015339137
PHW52/NK787,LP17,6.786187,1.930072624,0.062410819,1.215745213,2.169528833,2.149423577,2.16109698,2.047998224,2.057609256,1.88103352,0.120949753,0.113875197,0.078038646,0.063784942,0.022756699,0.022159708,0.014800108
PHW52/PHJ65,LP17,5.074533,1.834447888,0.063344812,1.063165059,2.077302574,2.061758093,2.104696142,1.995316214,1.892272111,1.781314783,0.114063363,0.11730026,0.081339994,0.066441105,0.027231068,0.027058294,0.013888253
PHW52/PHM49,LP17,4.529984,1.715158513,0.062619174,1.021733545,1.99626575,1.934825784,1.966634299,1.839426709,1.7161476,1.598952058,0.11951929,0.113522442,0.078103857,0.062577886,0.025899646,0.026555922,0.014571646
PHW52/PHM57,LP17,4.995812,1.700648518,0.06022094,0.990887827,1.894698107,1.900703277,1.944328871,1.87299911,1.762662365,1.627617218,0.110411672,0.114128434,0.075172172,0.063131478,0.021387633,0.021519857,0.012145732
PHW52/PHN47,LP17,6.049109,1.870680928,0.065869131,1.106697552,2.116914207,2.130364515,2.150022043,2.003187673,1.924841738,1.811800435,0.123657199,0.120713553,0.082947133,0.069869584,0.028605282,0.028895163,0.017254978
PHW52/PHN82,LP17,5.487582,1.662145072,0.057352439,0.991335732,1.916041862,1.839051366,1.893923238,1.806179427,1.654668862,1.595282347,0.107644694,0.104073524,0.070954897,0.057452537,0.018265872,0.017490356,0.013913551
PHW52/PHP60,LP17,5.482299,1.80781354,0.061254042,1.087592983,2.085954525,2.041588718,2.073603538,1.980845231,1.818729176,1.690779541,0.11942493,0.110599961,0.075625469,0.062928716,0.023645075,0.023387411,0.013293898
PHW52/PHR03,LP17,6.202412,1.873398694,0.065456931,1.153110166,2.163711864,2.133473581,2.156238489,2.001968583,1.912967079,1.711549063,0.121501053,0.113201397,0.07878337,0.063523802,0.0337231,0.033877217,0.020943382
PHW52/PHR55,LP17,6.034137,1.841459257,0.063351503,1.074111841,2.149085238,2.054855097,2.110745978,2.025921569,1.83392021,1.778580063,0.115777254,0.112832094,0.080560112,0.06496587,0.024656835,0.024501806,0.019440583
PHW52/PHR63,LP17,4.648259,1.689784677,0.067963285,1.027539181,1.91738463,1.902428487,1.962922285,1.82743928,1.693310215,1.599571361,0.123474331,0.115856926,0.079740362,0.066604938,0.041533834,0.041829082,0.02113166
PHW52/PHW30,LP17,6.001735,1.825768675,0.059456773,1.152346191,2.076672275,2.046184235,2.062602412,1.927741013,1.913235289,1.719341908,0.112050982,0.106870549,0.072257777,0.059536253,0.024204033,0.023663674,0.012718219
PHW52/PHW53,LP17,5.364685,1.656850207,0.060088549,0.974189263,1.927271657,1.870473755,1.905860901,1.839129632,1.654095751,1.505551484,0.111811507,0.103523036,0.073103937,0.058034057,0.029605226,0.029632729,0.012900804
PHW52/PHZ51,LP17,4.548832,1.815009854,0.063006068,1.124980836,2.06277881,2.055820612,2.077237474,1.913603198,1.880811765,1.696737088,0.117746947,0.110541003,0.075337886,0.06391147,0.026144641,0.027019355,0.020950194
PHW52/Q381,LP17,4.729538,1.617029178,0.057857017,1.003163782,1.856918798,1.812322878,1.853050766,1.718302602,1.649711019,1.476703581,0.1126026,0.107607902,0.071305038,0.058274608,0.017411201,0.01795131,0.010798001
REV28HR20 (2016),LP17,10.196631,1.987891957,0.071903835,1.133962932,2.318505966,2.285090681,2.289470652,2.092269452,1.999684413,1.986481335,0.134643495,0.131556703,0.096029866,0.081798488,0.029642115,0.029304027,0.021615123
TX204/PHB47,LP17,5.185974,1.849924704,0.064656925,1.169880131,2.188441746,2.097984624,2.15348161,2.035626094,1.902270816,1.537515324,0.129212477,0.110481941,0.077517851,0.064492563,0.028766981,0.029369359,0.018706929
TX303/TX777,LP17,6.415951,2.177715691,0.064015181,1.29880334,2.418493898,2.471719955,2.502489999,2.418035831,2.287582398,2.113156728,0.122652126,0.119180455,0.079287633,0.067555067,0.023497758,0.024310082,0.014580563
TX714/PHZ51,LP17,6.055392,1.900868994,0.060301893,1.181029706,2.226457177,2.145721521,2.175551788,2.049433953,1.889889968,1.767354403,0.115593915,0.105630114,0.074755644,0.063023329,0.022456915,0.022874706,0.012146748
TX714/TX775,LP17,6.511634,1.910716378,0.061785777,1.165400739,2.186271942,2.155876843,2.202297608,2.088512332,1.956501378,1.787676693,0.119957625,0.113121809,0.07531934,0.062983055,0.022017776,0.022211943,0.017762014
TX714/TX777,LP17,6.281588,2.073226604,0.063725833,1.23678826,2.363092003,2.359887879,2.402950139,2.271473597,2.143120362,1.94764768,0.124584455,0.115837688,0.081027352,0.068794071,0.021747476,0.02209741,0.014925028
TX714/TX779,LP17,7.138258,1.890617392,0.059394358,1.168175746,2.175512451,2.162254908,2.160892973,2.035306935,1.912252848,1.771128426,0.111810512,0.10890429,0.072584397,0.060920029,0.021162839,0.021368869,0.011256494
TX740/LH195,LP17,8.799614,1.967290926,0.060202284,1.138116952,2.206196989,2.223858212,2.251261872,2.136694323,2.03743882,1.944322895,0.115644362,0.109126047,0.073210395,0.062579793,0.022242833,0.023409331,0.010647074
TX770/LH195,LP17,5.180102,1.902250897,0.062689537,1.045231183,2.140814825,2.130827701,2.188926107,2.081723795,2.053012281,1.843195986,0.114604715,0.120250487,0.077791646,0.06478899,0.024066986,0.023933665,0.014438429
TX772W/LH195,LP17,6.765652,1.67333558,0.061846486,0.886918366,1.914720577,1.894749944,1.949416865,1.909834055,1.70923635,1.539362591,0.116938533,0.112428708,0.076385263,0.063178419,0.022228669,0.022113743,0.017810879
VA35/LH195,LP17,5.638893,1.728144155,0.064634979,0.987711437,2.001473692,1.96790163,2.026839867,1.837072759,1.770432642,1.595607147,0.121018427,0.114836915,0.084273677,0.070362338,0.024242996,0.024511363,0.016132346
W10001_0022/PHB47,LP17,4.423911,1.608563496,0.062053501,1.001659091,1.898162867,1.843177552,1.87835935,1.742206282,1.630346434,1.323715088,0.114086715,0.103611273,0.073135136,0.061901352,0.030708951,0.033077417,0.017799976
W10004_0216/PHZ51,LP17,4.883078,1.945461467,0.062543084,1.214054577,2.256409901,2.185016101,2.231311324,2.087998737,1.985321352,1.82490685,0.122317597,0.10838007,0.079259482,0.06457315,0.025929611,0.025843621,0.014310915
W10005_0107/PHB47,LP17,5.222366,1.677358121,0.061121792,1.119939225,1.93798765,1.882151515,1.929341554,1.822343802,1.664701477,1.494675306,0.119830988,0.103093932,0.071457054,0.058655208,0.028157702,0.028522034,0.018573968
W37A/PHB47,LP17,4.92731,1.656823898,0.056456692,1.100921541,1.94508777,1.883300994,1.951919751,1.748059346,1.69741792,1.34776141,0.112654991,0.09811781,0.068069949,0.052721603,0.020346255,0.020422095,0.014815146
WF9/H95,LP17,4.318139,1.668542923,0.064073755,1.011564893,2.024615234,1.951690094,1.963345557,1.851872129,1.654447092,1.291519479,0.126608998,0.109233689,0.077961112,0.064158243,,,0.01995123
2369/3IIH6,OI17,10.857759,1.55457057,0.060482704,0.834097645,1.39094151,1.603572669,1.711148143,1.700116476,1.779700745,1.687567289,0.082535891,0.079593305,0.080366995,0.062466612,0.045069726,0.026363021,0.040210092
2369/LH123HT,OI17,11.274134,1.75305457,0.06246721,1.009064248,1.5978532,1.859373159,1.936173755,1.887171939,1.965917882,1.918138261,0.0896334,0.077120791,0.085946958,0.067633468,0.050687091,0.027315536,0.035899934
2369/PHN82,OI17,13.22897,1.609415931,0.063390311,0.897399137,1.469531367,1.73048461,1.7567361,1.732906414,1.813515158,1.739666574,0.08498488,0.074747978,0.086524261,0.064680703,0.050510729,0.031917937,0.046372582
2369/PHZ51,OI17,10.594813,1.662540304,0.061422357,0.913429096,1.495680774,1.733392319,1.842588384,1.805393832,1.887166164,1.83191314,0.084648653,0.0756442,0.083247685,0.061438391,0.048153098,0.031477615,0.040277421
B14A/H95,OI17,12.333722,1.584204501,0.064407562,0.888838984,1.459750972,1.661744782,1.749172017,1.698082645,1.777742981,1.7117363,0.090431467,0.079622718,0.086743593,0.065085082,0.05107648,0.030475044,0.045971221
B14A/MO17,OI17,12.497738,1.627288264,0.063094174,0.920803867,1.504597651,1.691924424,1.786138657,1.74878641,1.809250801,1.770764561,0.088081898,0.07414719,0.081121812,0.063176083,0.046807046,0.044864671,0.043750967
B14A/OH43,OI17,12.741718,1.59114699,0.064111247,0.900317622,1.470335897,1.649396571,1.738008187,1.697327232,1.791282149,1.72324095,0.087495972,0.079188943,0.083078992,0.065379594,0.048544489,0.034757056,0.047117993
B37/H95,OI17,11.36226,1.519717106,0.061727025,0.80424207,1.384661449,1.629751153,1.703558779,1.66679671,1.704400591,1.599480683,0.084624518,0.074228377,0.081887925,0.062683989,0.047978238,0.032814362,0.042703182
B37/MO17,OI17,12.319519,1.673409427,0.057603491,0.941577586,1.523707165,1.77206161,1.842627569,1.805293218,1.875708958,1.797912257,0.080774193,0.074129448,0.074665087,0.057058554,0.043409713,0.025922322,0.035842296
B37/OH43,OI17,10.506073,1.549278108,0.058961119,0.857414875,1.440786795,1.65936353,1.71339921,1.68519786,1.716366161,1.63476231,0.083227713,0.070773792,0.076083784,0.059654774,0.042820353,0.025265763,0.043856281
B73/MO17,OI17,12.110988,1.723777805,0.064480996,0.941466156,1.583796193,1.804386655,1.910283705,1.887777055,1.935786471,1.901756951,0.085353753,0.076037296,0.082156005,0.064784503,0.049810589,0.04236093,0.054944251
B73/PHM49,OI17,11.882997,1.695994376,0.0594346,0.941147199,1.544077169,1.797924028,1.88588126,1.839377673,1.895823588,1.863183626,0.07715038,0.072584202,0.077232085,0.056638191,0.043479988,0.030227821,0.04817404
B73/PHN82,OI17,12.768311,1.560989182,0.062388698,0.878003459,1.402887223,1.646089697,1.722091239,1.679229371,1.74258391,1.719825225,0.086559905,0.073736706,0.081982586,0.062522502,0.048832836,0.030702033,0.046394203
B73/PHZ51,OI17,11.579628,1.697504524,0.063134621,0.950577923,1.543653416,1.789007559,1.88170757,1.840692836,1.90169705,1.880375693,0.084229556,0.076132338,0.07890895,0.061366199,0.047087978,0.042860769,0.049286512
B73/TX6252,OI17,11.805591,1.603104486,0.058074229,0.862054002,1.446770881,1.671254686,1.797390065,1.756748712,1.810200751,1.751469639,0.07766376,0.069234877,0.075528568,0.056397552,0.043359673,0.034807263,0.036109306
B73/TX775,OI17,13.544491,1.632759645,0.060639226,0.852294919,1.45855,1.765351793,1.8196777,1.785541027,1.835558698,1.758365663,0.077026936,0.07522252,0.081710051,0.059005003,0.047114778,0.034079447,0.042256257
B73/TX777,OI17,13.013084,1.72753077,0.063727559,0.904446273,1.540968237,1.804510711,1.954599638,1.916778305,1.953822268,1.89911181,0.084939682,0.077371151,0.085979298,0.063776061,0.049928784,0.037023562,0.046257996
B73/TX779,OI17,14.269379,1.702390308,0.064266286,0.929319828,1.520864709,1.801958463,1.903567358,1.855130894,1.918375064,1.872647095,0.085475908,0.079662844,0.085421508,0.064410773,0.051314483,0.035801406,0.047735656
B97/PHB47,OI17,10.88189,1.590525177,0.064133697,0.927425829,1.481654981,1.686498113,1.753836415,1.729446424,1.735992802,1.712547013,0.083868637,0.077723989,0.078680668,0.060823741,0.047051372,0.048621853,0.052869637
CG44/CGR01,OI17,7.273702,1.378735763,0.056578538,0.85098348,1.30556774,1.527206314,1.514809421,1.45483436,1.434750603,1.427943064,0.074480296,0.06797705,0.074791195,0.052638806,0.038861625,0.030585604,0.040891995
CG60/LH162,OI17,3.919003,1.381610962,0.060631328,0.884039176,1.282562663,1.50821298,1.478387985,1.450852888,1.473599454,1.48022801,0.078140164,0.074353569,0.076275877,0.058658797,0.04566334,0.045048511,0.04430836
CGR03/CG108,OI17,7.580659,1.478741604,0.062291892,0.89734506,1.382603708,1.606006976,1.59880622,1.552003928,1.61236696,1.556439509,0.082611366,0.074493358,0.077970045,0.057105445,0.042852525,0.049767181,0.049966853
DKB 64-69 (2016),OI17,13.991159,1.571290076,0.070233655,0.815595605,1.439175933,1.71725974,1.71053143,1.672206462,1.754325864,1.738366557,0.09636315,0.080888879,0.101624785,0.075616647,0.06176692,0.041294489,0.04705344
F42/H95,OI17,11.693142,1.623249001,0.060745793,0.861405994,1.483564665,1.754312138,1.811778385,1.778370928,1.797791463,1.742612194,0.082244627,0.074770125,0.081090766,0.062360049,0.042772754,0.029671346,0.043363192
F42/MO17,OI17,12.244081,1.707345901,0.060179957,0.984530956,1.590947561,1.794065794,1.877680189,1.838729093,1.903653241,1.848674985,0.080063078,0.070956576,0.077190931,0.060636475,0.045041568,0.030450875,0.047991886
F42/OH43,OI17,11.978299,1.605288923,0.061402676,0.923690926,1.507917816,1.684111449,1.756747541,1.719758376,1.7874869,1.731352557,0.081491421,0.073011483,0.079582201,0.060681269,0.046450917,0.0373227,0.044671899
G6611 VTTP (2017),OI17,14.086451,1.540698867,0.068276761,0.802775697,1.387495489,1.603733772,1.67574486,1.63474272,1.758356831,1.735118481,0.092790361,0.080847274,0.094766849,0.07087709,0.055231987,0.041709252,0.04787514
G7601VTTP (2017),OI17,14.070459,1.697874869,0.070594046,0.932491315,1.561453464,1.781747289,1.875193608,1.830074711,1.907014897,1.873293887,0.094995646,0.083353069,0.09704609,0.077741439,0.057771362,0.043025298,0.055700922
GEMN-0260/3IIH6,OI17,9.180006,1.396644665,0.06523985,0.740558151,1.258676482,1.476693309,1.534332698,1.486208257,1.55247077,1.529993327,0.083590184,0.079511624,0.082065016,0.062583094,0.045121097,0.050570888,0.055465803
GEMN-0268/3IIH6,OI17,9.964453,1.695716764,0.061176669,0.894608231,1.521195503,1.798895375,1.872893668,1.828639887,1.903207494,1.891164008,0.084714424,0.07269431,0.080682635,0.062106674,0.047286728,0.03075072,0.042892967
LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195,OI17,13.498428,1.713392821,0.066256808,0.865814176,1.49149551,1.769129335,1.895903889,1.916933134,1.981506994,1.93583528,0.088916838,0.079091476,0.087947068,0.066000209,0.053896488,0.050424961,0.040537675
LH195/LH123HT,OI17,12.957891,1.677945137,0.064449079,0.898840149,1.512016099,1.77620923,1.878306815,1.806020838,1.890206608,1.855355545,0.08710366,0.085107102,0.087514709,0.067663629,0.05216912,0.033958383,0.039985392
LH195/LH185,OI17,10.822253,1.56911665,0.063064757,0.852075087,1.406366096,1.644251621,1.73804699,1.692425404,1.77063326,1.709610767,0.085337179,0.077491001,0.084838765,0.062890434,0.048859147,0.032648394,0.045533106
LH195/LH210,OI17,14.122815,1.707089656,0.064749324,0.875553742,1.525280799,1.786089384,1.934114828,1.882674092,1.932327093,1.892184716,0.089831784,0.078983331,0.086561684,0.068966636,0.053748091,0.034737901,0.043300221
LH195/LH82,OI17,11.028355,1.400257329,0.063976692,0.73272876,1.255013233,1.455691458,1.541415277,1.499559138,1.590034875,1.551979523,0.085499635,0.076138299,0.0847209,0.067287881,0.051060317,0.034331662,0.04844393
LH195/NK787,OI17,13.936496,1.711163526,0.064043471,0.900167323,1.549731384,1.781631821,1.900073841,1.869260749,1.933675856,1.918049736,0.086501707,0.07786322,0.084583813,0.066613188,0.050200114,0.034624971,0.047961309
