Pedigree,Range,Row,Rep,Grain Yield (BuA),Grain Yield (t/ha),PlantingDate,Management,Label,Data,Flight,Management,Pedigree,DTA,DTS,PHT,FHT,EHT
PHHB9/PHM49,20,265,2,167.5004679,10.50912774,3/3/2017,OI,48_OI,0.850494,48,OI,PHHB9/PHM49,67,68,98,72,42
PHHB9/PHM57,18,275,2,182.1555484,11.42860047,3/3/2017,OI,48_OI,0.735,48,OI,PHHB9/PHM57,70,70,96,71,42
PHHB9/PHN47,19,311,2,186.8921946,11.72578185,3/3/2017,OI,48_OI,0.79382,48,OI,PHHB9/PHN47,69,69,94,73,47
PHHB9/PHN82,18,273,2,202.3859829,12.69787585,3/3/2017,OI,48_OI,0.833,48,OI,PHHB9/PHN82,68,68,98,70,42
PHHB9/PHP60,19,307,2,172.5922763,10.82859231,3/3/2017,OI,48_OI,0.830996,48,OI,PHHB9/PHP60,70,69,94,69,40
PHHB9/PHR03,19,281,2,211.6154949,13.27694361,3/3/2017,OI,48_OI,0.815,48,OI,PHHB9/PHR03,69,69,99,75,40
PHHB9/PHR55,20,255,2,200.6555248,12.58930538,3/3/2017,OI,48_OI,1.004,48,OI,PHHB9/PHR55,69,69,101,75,46
PHHB9/PHR63,20,269,2,132.3261013,8.302256817,3/3/2017,OI,48_OI,0.699422,48,OI,PHHB9/PHR63,67,68,94,71,46
PHHB9/PHW30,20,283,2,177.4597063,11.13397918,3/3/2017,OI,48_OI,0.954991,48,OI,PHHB9/PHW30,68,68,99,76,50
PHHB9/PHW53,20,277,2,178.278212,11.18533295,3/3/2017,OI,48_OI,0.87,48,OI,PHHB9/PHW53,67,67,88,68,42
PHHB9/PHZ51,20,291,2,135.8748486,8.524908364,3/3/2017,OI,48_OI,0.869,48,OI,PHHB9/PHZ51,67,68,97,73,44
PHHB9/Q381,19,317,2,146.766382,9.208252823,3/3/2017,OI,48_OI,0.86114,48,OI,PHHB9/Q381,65,66,88,60,37
PHN11_OH43_0001/PHB47,18,309,2,148.8395565,9.338325627,3/3/2017,OI,48_OI,0.884073,48,OI,PHN11_OH43_0001/PHB47,64,65,86,62,40
PHN11_PHG47_0251/PHB47,17,313,2,114.9180659,7.210061254,3/3/2017,OI,48_OI,0.948282,48,OI,PHN11_PHG47_0251/PHB47,65,65,91,64,38
PHN11_PHW65_0323/LH195,18,295,2,196.2720479,12.31428216,3/3/2017,OI,48_OI,0.83,48,OI,PHN11_PHW65_0323/LH195,69,69,94,71,44
PHP02/PHG47,17,267,2,96.75164939,6.070284191,3/3/2017,OI,48_OI,0.884998,48,OI,PHP02/PHG47,61,61,87,63,37
PHP38/LH123HT,18,279,2,150.6075369,9.449250283,3/3/2017,OI,48_OI,0.877,48,OI,PHP38/LH123HT,68,69,95,72,46
PHP38/LH185,20,307,2,157.2158927,9.863864376,3/3/2017,OI,48_OI,0.864007,48,OI,PHP38/LH185,67,67,93,71,40
PHP38/LH210,19,289,2,168.9995024,10.60317849,3/3/2017,OI,48_OI,0.91906,48,OI,PHP38/LH210,67,67,93,71,47
PHP38/PHJ65,20,289,2,168.1451559,10.54957604,3/3/2017,OI,48_OI,0.831096,48,OI,PHP38/PHJ65,67,67,98,67,41
PHP38/PHM49,19,261,2,151.1434212,9.482872139,3/3/2017,OI,48_OI,0.96282,48,OI,PHP38/PHM49,66,68,88,72,42
PHP38/PHM57,20,263,2,174.9962994,10.97942285,3/3/2017,OI,48_OI,0.874191,48,OI,PHP38/PHM57,69,68,91,70,42
PHP38/PHN47,20,309,2,168.1869602,10.55219887,3/3/2017,OI,48_OI,0.81,48,OI,PHP38/PHN47,69,69,89,70,45
PHP38/PHN82,18,271,2,162.722047,10.20932538,3/3/2017,OI,48_OI,0.871,48,OI,PHP38/PHN82,67,67,95,69,47
PHP38/PHP60,19,295,2,116.4185894,7.304205426,3/3/2017,OI,48_OI,0.897,48,OI,PHP38/PHP60,64,66,87,66,47
PHP38/PHR03,18,259,2,202.4357287,12.70099695,3/3/2017,OI,48_OI,1.009,48,OI,PHP38/PHR03,67,67,94,77,47
PHP38/PHR55,18,265,2,174.7286054,10.96262749,3/3/2017,OI,48_OI,0.896255,48,OI,PHP38/PHR55,68,68,96,71,42
PHP38/PHR63,19,315,2,186.5049996,11.70148889,3/3/2017,OI,48_OI,0.891962,48,OI,PHP38/PHR63,67,67,88,66,40
PHP38/PHW30,18,261,2,170.1132086,10.6730534,3/3/2017,OI,48_OI,1.01656,48,OI,PHP38/PHW30,66,66,97,74,47
PHP38/PHW53,18,257,2,160.4827741,10.06883141,3/3/2017,OI,48_OI,0.927416,48,OI,PHP38/PHW53,66,67,90,73,49
PHP38/Q381,20,287,2,119.8611776,7.520196465,3/3/2017,OI,48_OI,0.913,48,OI,PHP38/Q381,63,65,95,64,42
PHV63/LH123HT,19,287,2,184.0143899,11.54522583,3/3/2017,OI,48_OI,0.941,48,OI,PHV63/LH123HT,67,67,89,67,44
PHV63/NK787,20,311,2,197.6950746,12.40356411,3/3/2017,OI,48_OI,0.93187,48,OI,PHV63/NK787,69,68,98,76,48
PHV63/PGM49,20,295,2,177.7696342,11.15342433,3/3/2017,OI,48_OI,0.848,48,OI,PHV63/PGM49,67,68,97,68,46
PHV63/PH210,19,269,2,169.4927453,10.63412498,3/3/2017,OI,48_OI,0.93472,48,OI,PHV63/PH210,67,67,88,72,48
PHV63/PHJ65,20,273,2,184.1523891,11.55388403,3/3/2017,OI,48_OI,0.857039,48,OI,PHV63/PHJ65,68,67,97,72,48
PHV63/PHM57,18,281,2,182.5299273,11.45208934,3/3/2017,OI,48_OI,0.833862,48,OI,PHV63/PHM57,69,69,84,63,47
PHV63/PHN47,19,305,2,180.9295714,11.35168159,3/3/2017,OI,48_OI,0.883,48,OI,PHV63/PHN47,70,70,90,71,52
PHV63/PHN82,18,269,2,202.8879007,12.72936662,3/3/2017,OI,48_OI,0.91255,48,OI,PHV63/PHN82,67,67,88,68,45
PHV63/PHP60,20,279,2,195.8766076,12.28947188,3/3/2017,OI,48_OI,0.879288,48,OI,PHV63/PHP60,69,68,89,67,42
PHV63/PHR03,19,257,2,159.4005304,10.00093048,3/3/2017,OI,48_OI,0.92,48,OI,PHV63/PHR03,68,68,95,75,50
PHV63/PHR55,20,305,2,211.1950298,13.25056326,3/3/2017,OI,48_OI,0.922,48,OI,PHV63/PHR55,68,67,92,70,43
PHV63/PHR63,20,259,2,135.3651891,8.492931881,3/3/2017,OI,48_OI,0.95077,48,OI,PHV63/PHR63,66,66,96,75,50
PHV63/PHW30,19,265,2,167.5720975,10.51362184,3/3/2017,OI,48_OI,1.068,48,OI,PHV63/PHW30,67,67,95,72,45
PHV63/PHW53,20,257,2,168.4850573,10.57090175,3/3/2017,OI,48_OI,0.920515,48,OI,PHV63/PHW53,66,67,94,70,51
PHV63/PHZ51,18,277,2,152.8733755,9.591411003,3/3/2017,OI,48_OI,0.916,48,OI,PHV63/PHZ51,66,66,90,65,40
PHV63/Q381,19,285,2,144.5195972,9.067287555,3/3/2017,OI,48_OI,0.898,48,OI,PHV63/Q381,65,66,82,65,39
PHW52/LH185,18,267,2,129.4291687,8.120500698,3/3/2017,OI,48_OI,0.903,48,OI,PHW52/LH185,67,68,89,68,35
PHW52/LH210,20,275,2,199.2036582,12.49821398,3/3/2017,OI,48_OI,0.99028,48,OI,PHW52/LH210,67,68,89,71,43
PHW52/NK787,19,277,2,188.4207061,11.82168202,3/3/2017,OI,48_OI,0.849832,48,OI,PHW52/NK787,69,69,99,70,44
PHW52/PHJ65,20,301,2,172.88924,10.84722407,3/3/2017,OI,48_OI,0.89451,48,OI,PHW52/PHJ65,69,69,89,73,40
PHW52/PHM49,18,319,2,206.2277971,12.93891468,3/3/2017,OI,48_OI,0.837017,48,OI,PHW52/PHM49,68,68,89,65,40
PHW52/PHM57,20,315,2,160.4428886,10.06632896,3/3/2017,OI,48_OI,0.813571,48,OI,PHW52/PHM57,70,70,91,67,40
PHW52/PHN47,20,281,2,206.8967542,12.98088564,3/3/2017,OI,48_OI,0.838975,48,OI,PHW52/PHN47,69,70,95,72,44
PHW52/PHN82,17,307,2,178.8008728,11.21812515,3/3/2017,OI,48_OI,0.923,48,OI,PHW52/PHN82,69,70,89,67,41
PHW52/PHN82,20,285,2,165.0298455,10.3541187,3/3/2017,OI,48_OI,0.924,48,OI,PHW52/PHN82,67,69,95,73,44
PHW52/PHP60,19,283,2,187.4554373,11.76112019,3/3/2017,OI,48_OI,0.777,48,OI,PHW52/PHP60,69,69,91,71,46
PHW52/PHR03,19,273,2,201.20001,12.62346686,3/3/2017,OI,48_OI,0.88,48,OI,PHW52/PHR03,68,69,94,76,47
PHW52/PHR55,20,261,2,222.3679105,13.95155969,3/3/2017,OI,48_OI,0.874,48,OI,PHW52/PHR55,68,68,96,70,38
PHW52/PHR63,19,301,2,168.6020914,10.57824457,3/3/2017,OI,48_OI,0.803604,48,OI,PHW52/PHR63,66,68,91,65,42
PHW52/PHW30,19,271,2,188.4249214,11.82194648,3/3/2017,OI,48_OI,0.97007,48,OI,PHW52/PHW30,68,66,94,72,44
PHW52/PHW53,20,317,2,175.114667,10.98684934,3/3/2017,OI,48_OI,0.80245,48,OI,PHW52/PHW53,66,68,89,67,42
PHW52/PHZ51,20,267,2,148.8642998,9.339878042,3/3/2017,OI,48_OI,0.949476,48,OI,PHW52/PHZ51,67,67,91,71,44
PHW52/Q381,20,293,2,154.2510272,9.67784609,3/3/2017,OI,48_OI,0.90281,48,OI,PHW52/Q381,64,66,89,69,42
REV28HR20 (2016),17,269,2,260.854904,16.36626776,3/3/2017,OI,48_OI,0.817891,48,OI,REV28HR20 (2016),69,70,101,77,42
TX204/PHB47,16,285,2,187.4278937,11.75939209,3/3/2017,OI,48_OI,0.905,48,OI,TX204/PHB47,68,67,94,74,43
TX303/TX777,16,275,2,191.6534063,12.02450449,3/3/2017,OI,48_OI,0.84817,48,OI,TX303/TX777,71,74,99,77,56
TX714/PHZ51,17,255,2,169.4717061,10.63280497,3/3/2017,OI,48_OI,1.071848,48,OI,TX714/PHZ51,67,68,96,77,52
TX714/TX775,16,279,2,180.1582483,11.30328809,3/3/2017,OI,48_OI,0.89644,48,OI,TX714/TX775,70,70,92,71,46
TX714/TX777,16,261,2,208.3175881,13.07003001,3/3/2017,OI,48_OI,0.92837,48,OI,TX714/TX777,70,69,95,76,53
TX714/TX779,16,277,2,223.9649253,14.05175782,3/3/2017,OI,48_OI,0.91492,48,OI,TX714/TX779,70,70,95,75,52
TX740/LH195,16,287,2,206.2250486,12.93874224,3/3/2017,OI,48_OI,0.782258,48,OI,TX740/LH195,72,73,99,78,51
TX770/LH195,16,269,2,208.5548789,13.08491785,3/3/2017,OI,48_OI,0.717,48,OI,TX770/LH195,71,73,101,75,50
TX772W/LH195,16,267,2,187.4666088,11.7618211,3/3/2017,OI,48_OI,0.62,48,OI,TX772W/LH195,71,70,87,65,46
VA35/LH195,18,299,2,187.0645529,11.73659576,3/3/2017,OI,48_OI,0.651,48,OI,VA35/LH195,68,68,99,69,42
W10001_0022/PHB47,17,295,2,149.8110038,9.399275089,3/3/2017,OI,48_OI,0.96201,48,OI,W10001_0022/PHB47,62,63,89,64,38
W10004_0216/PHZ51,17,305,2,175.696356,11.02334502,3/3/2017,OI,48_OI,0.918536,48,OI,W10004_0216/PHZ51,67,67,94,74,49
W10005_0107/PHB47,17,309,2,162.8058704,10.21458453,3/3/2017,OI,48_OI,0.87379,48,OI,W10005_0107/PHB47,64,66,84,61,41
W37A/PHB47,17,271,2,156.3012364,9.80647803,3/3/2017,OI,48_OI,0.942,48,OI,W37A/PHB47,62,61,86,63,45
WF9/H95,17,297,2,178.2291848,11.18225694,3/3/2017,OI,48_OI,0.838,48,OI,WF9/H95,67,69,88,68,40
2369/3IIH6,8,247,3,103.9988777,6.524981716,4/6/2017,LP,48_LP,1.028228,48,LP,2369/3IIH6,56,56,94,80,38
2369/LH123HT,3,199,3,88.19024253,5.53313394,4/6/2017,LP,48_LP,1.18466,48,LP,2369/LH123HT,58,60,104,87,37
2369/LH123HT,3,205,3,80.68049853,5.061965949,4/6/2017,LP,48_LP,1.147,48,LP,2369/LH123HT,60,59,106,87,36
2369/LH123HT,3,243,3,76.14816943,4.777603606,4/6/2017,LP,48_LP,1.189,48,LP,2369/LH123HT,58,59,105,88,36
2369/LH123HT,3,247,3,78.64502418,4.934258486,4/6/2017,LP,48_LP,1.209,48,LP,2369/LH123HT,58,57,98,85,35
2369/LH123HT,4,243,3,91.11031084,5.716341613,4/6/2017,LP,48_LP,1.160894,48,LP,2369/LH123HT,58,60,106,86,39
2369/LH123HT,4,233,3,94.8393802,5.950306728,4/6/2017,LP,48_LP,1.20619,48,LP,2369/LH123HT,58,57,104,86,34
2369/LH123HT,4,215,3,95.55526065,5.995221702,4/6/2017,LP,48_LP,1.236329,48,LP,2369/LH123HT,58,59,106,90,39
2369/LH123HT,4,213,3,87.12068155,5.466028737,4/6/2017,LP,48_LP,1.256,48,LP,2369/LH123HT,58,59,105,87,39
2369/LH123HT,5,209,3,96.87032816,6.077730202,4/6/2017,LP,48_LP,1.097,48,LP,2369/LH123HT,58,59,101,86,36
2369/LH123HT,5,211,3,97.97444082,6.147003208,4/6/2017,LP,48_LP,1.105,48,LP,2369/LH123HT,58,59,103,86,38
2369/LH123HT,5,233,3,88.78157694,5.570234785,4/6/2017,LP,48_LP,1.16199,48,LP,2369/LH123HT,59,59,104,88,38
2369/LH123HT,5,235,3,94.26544016,5.914297222,4/6/2017,LP,48_LP,1.17,48,LP,2369/LH123HT,56,57,105,90,36
2369/LH123HT,6,243,3,95.45307245,5.988810323,4/6/2017,LP,48_LP,1.199055,48,LP,2369/LH123HT,56,57,103,87,35
2369/LH123HT,6,227,3,84.69676757,5.313950227,4/6/2017,LP,48_LP,1.121,48,LP,2369/LH123HT,56,57,101,83,30
2369/LH123HT,7,203,3,107.935546,6.771971774,4/6/2017,LP,48_LP,1.26621,48,LP,2369/LH123HT,58,57,102,86,32
2369/PHN82,7,209,3,112.1610438,7.037083249,4/6/2017,LP,48_LP,1.10917,48,LP,2369/PHN82,57,59,96,82,32
2369/PHZ51,6,213,3,66.84403494,4.193853966,4/6/2017,LP,48_LP,1.141531,48,LP,2369/PHZ51,57,59,101,85,38
B14A/H95,8,243,3,52.2239951,3.276579716,4/6/2017,LP,48_LP,1.12,48,LP,B14A/H95,58,59,87,76,31
B14A/MO17,7,227,3,79.7343131,5.002601437,4/6/2017,LP,48_LP,1.127,48,LP,B14A/MO17,58,59,94,82,35
B14A/OH43,7,241,3,101.4303786,6.363831807,4/6/2017,LP,48_LP,1.183,48,LP,B14A/OH43,56,57,95,82,35
B37/H95,7,219,3,52.03345714,3.264625195,4/6/2017,LP,48_LP,1.152,48,LP,B37/H95,56,60,93,80,36
B37/MO17,7,217,3,92.71138531,5.816794443,4/6/2017,LP,48_LP,1.33,48,LP,B37/MO17,58,60,95,83,33
B37/OH43,7,211,3,134.5950661,8.444613681,4/6/2017,LP,48_LP,1.196,48,LP,B37/OH43,56,55,93,73,33
B73/MO17,7,229,3,99.95962114,6.27155518,4/6/2017,LP,48_LP,1.18,48,LP,B73/MO17,56,59,96,83,35
B73/PHM49,8,229,3,91.84305967,5.762314924,4/6/2017,LP,48_LP,0.981455,48,LP,B73/PHM49,58,60,94,76,26
B73/PHN82,8,211,3,69.92809035,4.387350335,4/6/2017,LP,48_LP,1.13944,48,LP,B73/PHN82,58,59,93,79,30
B73/PHZ51,8,233,3,74.18356898,4.654342834,4/6/2017,LP,48_LP,1.09925,48,LP,B73/PHZ51,57,57,101,82,39
B73/TX6252,6,219,3,74.24387143,4.658126263,4/6/2017,LP,48_LP,1.1379,48,LP,B73/TX6252,56,58,94,82,29
B73/TX775,6,201,3,88.21225959,5.53451531,4/6/2017,LP,48_LP,1.05542,48,LP,B73/TX775,58,60,94,80,34
B73/TX777,6,199,3,99.30652488,6.230579342,4/6/2017,LP,48_LP,1.07963,48,LP,B73/TX777,60,59,95,84,37
B73/TX779,6,217,3,95.06564033,5.964502489,4/6/2017,LP,48_LP,1.159656,48,LP,B73/TX779,60,60,93,78,35
B97/PHB47,8,199,3,60.11691153,3.771788284,4/6/2017,LP,48_LP,1.111666,48,LP,B97/PHB47,56,57,92,77,34
CG44/CGR01,8,237,3,90.25383827,5.662605765,4/6/2017,LP,48_LP,1.243,48,LP,CG44/CGR01,51,52,82,63,24
CG60/LH162,8,227,3,60.26240045,3.780916388,4/6/2017,LP,48_LP,1.103941,48,LP,CG60/LH162,50,51,71,58,27
CGR03/CG108,7,237,3,90.61811988,5.685461116,4/6/2017,LP,48_LP,1.156,48,LP,CGR03/CG108,55,56,77,68,23
DKB 64-69 (2016),7,225,3,150.8614369,9.465180193,4/6/2017,LP,48_LP,1.055,48,LP,DKB 64-69 (2016),60,56,90,79,39
DKB 64-69 (2016),8,221,3,150.4905546,9.441910709,4/6/2017,LP,48_LP,1.096,48,LP,DKB 64-69 (2016),58,59,88,75,29
DKB 64-69 (2016),8,205,3,131.0919383,8.224824339,4/6/2017,LP,48_LP,1.00489,48,LP,DKB 64-69 (2016),60,59,96,78,33
F42/H95,8,203,3,83.48062867,5.237648595,4/6/2017,LP,48_LP,1.112,48,LP,F42/H95,58,60,93,81,33
F42/MO17,8,241,3,113.7468427,7.136577673,4/6/2017,LP,48_LP,1.242934,48,LP,F42/MO17,56,57,98,87,42
F42/OH43,8,231,3,78.63797902,4.933816466,4/6/2017,LP,48_LP,1.04714,48,LP,F42/OH43,55,56,89,74,25
G6611 VTTP (2017),7,243,3,129.9657494,8.154166245,4/6/2017,LP,48_LP,1.102003,48,LP,G6611 VTTP (2017),58,57,93,79,30
G7601VTTP (2017),7,205,3,119.3323533,7.487017558,4/6/2017,LP,48_LP,1.180346,48,LP,G7601VTTP (2017),59,60,105,90,42
GEMN-0260/3IIH6,7,197,3,78.80673698,4.94440449,4/6/2017,LP,48_LP,1.00866,48,LP,GEMN-0260/3IIH6,56,54,83,68,27
GEMN-0268/3IIH6,7,207,3,102.9011657,6.456110293,4/6/2017,LP,48_LP,1.10196,48,LP,GEMN-0268/3IIH6,57,56,97,86,46
LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195,6,215,3,129.4502597,8.121823969,4/6/2017,LP,48_LP,1.08674,48,LP,LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195,64,63,96,85,39
LH195/LH123HT,10,197,3,95.15467163,5.970088392,4/6/2017,LP,48_LP,0.925396,48,LP,LH195/LH123HT,60,59,96,75,33
LH195/LH185,10,245,3,113.2804914,7.10731838,4/6/2017,LP,48_LP,1.05971,48,LP,LH195/LH185,60,59,94,80,31
LH195/LH210,10,205,3,121.1309739,7.599864605,4/6/2017,LP,48_LP,1.08,48,LP,LH195/LH210,61,61,96,83,41
LH195/LH82,8,219,3,95.25996386,5.976694519,4/6/2017,LP,48_LP,1.04168,48,LP,LH195/LH82,57,56,78,67,28
LH195/NK787,9,227,3,132.3156336,8.301600062,4/6/2017,LP,48_LP,1.18061,48,LP,LH195/NK787,60,59,96,82,29
LH195/PHJ65,11,201,3,90.72859041,5.692392135,4/6/2017,LP,48_LP,1.068409,48,LP,LH195/PHJ65,60,61,106,82,34
LH195/PHM49,10,235,3,90.07373841,5.65130614,4/6/2017,LP,48_LP,0.90133,48,LP,LH195/PHM49,60,61,91,75,27
LH195/PHM57,9,199,3,86.24641457,5.411176452,4/6/2017,LP,48_LP,0.969445,48,LP,LH195/PHM57,63,63,84,75,32
LH195/PHN37,8,213,3,109.6086945,6.876946592,4/6/2017,LP,48_LP,1.11,48,LP,LH195/PHN37,56,56,96,84,32
LH195/PHN47,10,209,3,151.6355159,9.513746594,4/6/2017,LP,48_LP,1.073,48,LP,LH195/PHN47,63,63,99,83,34
LH195/PHN82,10,225,3,96.34875643,6.04500633,4/6/2017,LP,48_LP,1.08741,48,LP,LH195/PHN82,60,61,101,81,31
LH195/PHP60,10,199,3,73.36224814,4.602812437,4/6/2017,LP,48_LP,0.9984,48,LP,LH195/PHP60,61,61,94,77,31
LH195/PHR03,10,201,3,113.5880635,7.126615727,4/6/2017,LP,48_LP,1.07528,48,LP,LH195/PHR03,62,61,105,86,39
LH195/PHR55,11,219,3,108.2461555,6.791459687,4/6/2017,LP,48_LP,1.0723,48,LP,LH195/PHR55,61,61,93,80,33
LH195/PHR63,9,207,3,91.84763051,5.762601702,4/6/2017,LP,48_LP,0.861472,48,LP,LH195/PHR63,60,61,93,73,31
LH195/PHW30,10,227,3,88.39981947,5.546282983,4/6/2017,LP,48_LP,1.167,48,LP,LH195/PHW30,60,60,97,81,30
LH195/PHW53,9,221,3,100.9709021,6.335003844,4/6/2017,LP,48_LP,1.03483,48,LP,LH195/PHW53,58,60,86,73,31
LH195/PHZ51,6,207,3,90.1211951,5.654283615,4/6/2017,LP,48_LP,1.051,48,LP,LH195/PHZ51,61,60,97,82,36
LH195/PHZ51,11,211,3,84.75516612,5.317614204,4/6/2017,LP,48_LP,1.13,48,LP,LH195/PHZ51,58,59,99,78,33
LH195/Q381,11,233,3,79.61730857,4.995260469,4/6/2017,LP,48_LP,1.007,48,LP,LH195/Q381,58,59,89,59,25
LH198/PHN37,7,199,3,75.65071867,4.746393105,4/6/2017,LP,48_LP,1.28963,48,LP,LH198/PHN37,55,54,85,76,31
LH198/PHZ51,7,231,3,56.46996165,3.542975418,4/6/2017,LP,48_LP,1.0562,48,LP,LH198/PHZ51,56,56,92,83,28
LH212HT/LH195,7,213,3,103.9969664,6.524861799,4/6/2017,LP,48_LP,1.117,48,LP,LH212HT/LH195,58,60,93,78,33
LH216/LH195,8,223,3,99.52582874,6.24433866,4/6/2017,LP,48_LP,1.04332,48,LP,LH216/LH195,61,62,95,80,35
LH74/PHN82,7,239,3,106.6284868,6.689965717,4/6/2017,LP,48_LP,1.011,48,LP,LH74/PHN82,57,56,84,73,29
NILASQ4G11I01S3/LH123HT,5,195,3,92.83573133,5.824596023,4/6/2017,LP,48_LP,1.106,48,LP,NILASQ4G11I01S3/LH123HT,61,61,96,82,31
NILASQ4G11I02S2/LH123HT,4,207,3,119.5597247,7.501283038,4/6/2017,LP,48_LP,1.185,48,LP,NILASQ4G11I02S2/LH123HT,60,60,112,95,39
NILASQ4G11I03S2/LH123HT,4,209,3,108.4723119,6.805648941,4/6/2017,LP,48_LP,1.270574,48,LP,NILASQ4G11I03S2/LH123HT,57,57,102,86,36
NILASQ4G11I04S2/LH123HT,4,205,3,77.88476884,4.886559392,4/6/2017,LP,48_LP,1.19392,48,LP,NILASQ4G11I04S2/LH123HT,58,60,,92,36
NILASQ4G11I05S2/LH123HT,4,211,3,97.2743768,6.103080571,4/6/2017,LP,48_LP,1.26472,48,LP,NILASQ4G11I05S2/LH123HT,56,58,102,86,37
NILASQ4G11I06S3/LH123HT,4,203,3,117.2303462,7.355135773,4/6/2017,LP,48_LP,1.322931,48,LP,NILASQ4G11I06S3/LH123HT,58,59,105,93,41
NILASQ4G11I07S3/LH123HT,4,217,3,101.5524948,6.371493483,4/6/2017,LP,48_LP,1.282635,48,LP,NILASQ4G11I07S3/LH123HT,60,59,106,92,41
NILASQ4G11I08S3/LH123HT,4,197,3,95.34443914,5.981994573,4/6/2017,LP,48_LP,1.15849,48,LP,NILASQ4G11I08S3/LH123HT,57,60,110,91,39
NILASQ4G11I09S2/LH123HT,4,201,3,95.55197143,5.995015333,4/6/2017,LP,48_LP,1.351218,48,LP,NILASQ4G11I09S2/LH123HT,58,60,114,96,33
NILASQ4G11I10S2/LH123HT,4,219,3,95.03962286,5.96287013,4/6/2017,LP,48_LP,1.292,48,LP,NILASQ4G11I10S2/LH123HT,56,59,103,87,37
NILASQ4G11I11S2/LH123HT,4,221,3,101.4337938,6.364046077,4/6/2017,LP,48_LP,1.257,48,LP,NILASQ4G11I11S2/LH123HT,58,59,104,89,37
NILASQ4G11I12S3/LH123HT,4,199,3,103.078606,6.467243056,4/6/2017,LP,48_LP,1.313,48,LP,NILASQ4G11I12S3/LH123HT,58,60,112,93,41
NILASQ4G21I01S2/LH123HT,6,247,3,81.72057502,5.12722127,4/6/2017,LP,48_LP,1.108999,48,LP,NILASQ4G21I01S2/LH123HT,58,59,106,87,37
NILASQ4G21I02S2/LH123HT,6,237,3,96.5498288,6.057621788,4/6/2017,LP,48_LP,1.181,48,LP,NILASQ4G21I02S2/LH123HT,58,60,104,87,34
NILASQ4G21I03S2/LH123HT,6,231,3,96.07178002,6.027628584,4/6/2017,LP,48_LP,1.16,48,LP,NILASQ4G21I03S2/LH123HT,56,57,106,90,34
NILASQ4G21I04S2/LH123HT,6,249,3,92.90654596,5.829038995,4/6/2017,LP,48_LP,1.17406,48,LP,NILASQ4G21I04S2/LH123HT,58,59,106,88,39
NILASQ4G21I05S2/LH123HT,6,225,3,99.49178822,6.242202929,4/6/2017,LP,48_LP,1.112645,48,LP,NILASQ4G21I05S2/LH123HT,60,60,110,92,39
NILASQ4G21I06S2/LH123HT,6,245,3,77.37233878,4.854409076,4/6/2017,LP,48_LP,1.140482,48,LP,NILASQ4G21I06S2/LH123HT,58,59,101,85,31
NILASQ4G21I07S2/LH123HT,6,235,3,110.67144,6.943624185,4/6/2017,LP,48_LP,1.105,48,LP,NILASQ4G21I07S2/LH123HT,58,58,103,88,39
NILASQ4G21I08S2/LH123HT,6,241,3,108.7356721,6.822172393,4/6/2017,LP,48_LP,1.258,48,LP,NILASQ4G21I08S2/LH123HT,56,57,,89,39
NILASQ4G21I09S2/LH123HT,6,233,3,94.03400914,5.899777034,4/6/2017,LP,48_LP,1.148008,48,LP,NILASQ4G21I09S2/LH123HT,59,60,105,89,35
NILASQ4G21I10S2/LH123HT,6,223,3,82.81802033,5.19607596,4/6/2017,LP,48_LP,1.09013,48,LP,NILASQ4G21I10S2/LH123HT,58,60,106,88,36
NILASQ4G21I11S2/LH123HT,6,229,3,90.54770529,5.681043242,4/6/2017,LP,48_LP,1.08701,48,LP,NILASQ4G21I11S2/LH123HT,58,59,104,88,31
NILASQ4G21I12S2/LH123HT,6,239,3,101.8173218,6.388108965,4/6/2017,LP,48_LP,1.181948,48,LP,NILASQ4G21I12S2/LH123HT,58,59,109,87,36
NILASQ4G31I01S2/LH123HT,4,249,3,81.81634776,5.133230136,4/6/2017,LP,48_LP,1.13702,48,LP,NILASQ4G31I01S2/LH123HT,58,59,109,88,38
NILASQ4G31I02S3/LH123HT,4,231,3,82.63726114,5.184734969,4/6/2017,LP,48_LP,1.13499,48,LP,NILASQ4G31I02S3/LH123HT,58,57,104,87,42
NILASQ4G31I03S2/LH123HT,4,245,3,81.40955069,5.107707328,4/6/2017,LP,48_LP,1.147995,48,LP,NILASQ4G31I03S2/LH123HT,58,59,103,87,37
NILASQ4G31I04S2/LH123HT,4,225,3,111.0476636,6.967228785,4/6/2017,LP,48_LP,1.137428,48,LP,NILASQ4G31I04S2/LH123HT,58,59,104,87,36
NILASQ4G31I05S3/LH123HT,4,247,3,89.25771441,5.600108072,4/6/2017,LP,48_LP,1.1659,48,LP,NILASQ4G31I05S3/LH123HT,58,60,105,88,39
NILASQ4G31I06S2/LH123HT,4,227,3,93.39395865,5.8596197,4/6/2017,LP,48_LP,1.108,48,LP,NILASQ4G31I06S2/LH123HT,58,59,104,86,36
NILASQ4G31I07S3/LH123HT,4,235,3,91.21819592,5.723110418,4/6/2017,LP,48_LP,1.18487,48,LP,NILASQ4G31I07S3/LH123HT,58,61,104,87,37
NILASQ4G31I08S2/LH123HT,4,239,3,108.4647482,6.805174385,4/6/2017,LP,48_LP,1.168,48,LP,NILASQ4G31I08S2/LH123HT,60,60,111,90,39
