Pedigree,Trial,Yield,CHM,NGRDI,CHM_39,CHM_63,CHM_75,CHM_88,CHM_96,NGRDI_39,NGRDI_63,NGRDI_75,NGRDI_88,NGRDI_96
(((NC300 x Tx714-B/B104-1/CML343)-2-1-B-B-B-B-B-B-B-B-1-B25-B23-B22-B26)/((CML285/B104)-B-4-B-B-B-B-B-B/LAMA2002-58-3-B-B-B)-B-2-B-B-2-B16-B11-B5-B10),OI19,6.154005,1.183463861,0.142331052,0.357298131,1.282934497,1.517954486,1.375890418,1.338740637,0.104707972,0.147569696,0.133319325,0.151380204,0.161674737
(((NC300 x Tx714-B/B104-1/CML343)-2-1-B-B-B-B-B-B-B-B-1-B25-B23-B22-B26)/Tx779),OI19,8.637523,1.218618277,0.137678117,0.436892477,1.319435055,1.519553181,1.402942824,1.373018766,0.102828275,0.15478314,0.123248814,0.142934031,0.148277114
(((NC300 x Tx714-B/B104-1/CML343)-2-1-B-B-B-B-B-B-B-B-1-B25-B23-B22-B26)/TZAR106-B18),OI19,7.587664,1.310243307,0.140111084,0.425582029,1.410855694,1.679335933,1.516886829,1.505759936,0.105740578,0.14462946,0.132734747,0.143637079,0.155562012
(((Red Hybrid Ear-B-1-2-2-1/Red Ear 5-2-4-1-4-2)-B-B-1-B-1-B21-B18-B5)/Tx777),OI19,9.431421,1.425394456,0.138079129,0.560698029,1.482065205,1.823033654,1.640055826,1.637795841,0.09628174,0.162801817,0.145132813,0.142320574,0.146952931
(((Tx772/Mp313E)//(Tx740/Mp715)-#-#-(DELAWARE)016#-30-1-1-1-1)/LH195-B11-B13),OI19,6.987473,1.316115902,0.128546063,0.450730401,1.387305649,1.708398616,1.509699367,1.513223858,0.082800967,0.138586276,0.118976088,0.132704097,0.1442515
(((Tx772/Mp313E)//(Tx740/Mp715)-#-#-(DELAWARE)016#-30-2-1-1-B13)/Tx777),OI19,8.13915,1.178949925,0.12491901,0.413906083,1.231676975,1.542989849,1.334943786,1.325131313,0.092692044,0.126217089,0.115753154,0.129411225,0.132017708
(((Tx778/Tx151)-B5-04-1)/GP474GT-1-B18),OI19,9.66928,1.277427925,0.138700504,0.426215596,1.382921689,1.690088119,1.447200337,1.423929547,0.105198954,0.15477627,0.141029738,0.147679527,0.141373966
(((Tx778/Tx151)-B5-04-1-B3)/GP474GT-1-B18),OI19,8.285337,1.219950177,0.134415877,0.410474239,1.301288122,1.576011728,1.40351732,1.37447346,0.091603821,0.140310699,0.128769817,0.1423011,0.147039352
(((Tx779/Tx780)-B6-04-2-2)/GP474GT-1-B18),OI19,10.902124,1.305328739,0.142550088,0.499545631,1.371195659,1.688613054,1.489422449,1.460288051,0.100494356,0.164096475,0.139368146,0.146494758,0.144578277
(((Tzi 18/Ki3)/(NC334/Hi27)/(CML 108/Mp715)/(A6 /Tzi 8)-27-1-1-1-B9)/Tx777),OI19,8.346716,1.220537345,0.129934388,0.411581668,1.274770705,1.581047189,1.41538116,1.387137973,0.090240481,0.146984852,0.125960406,0.129971326,0.130628622
((GEMS-0243_CML287;S15)/(LAMA2002-22-1-B-B-B-B/LAMA2002-1-5-B-B-B-B)-2-1-B-1-1-1-B19-B18-B3-B23-B-B15),OI19,9.089616,1.265815597,0.134230136,0.384224037,1.325995818,1.654143942,1.477169289,1.467618073,0.099067722,0.140954222,0.124130433,0.135675214,0.140281713
((GEMS-0244_CML287;S15)/Tx777),OI19,9.231122,1.190269753,0.134157723,0.376367949,1.243672138,1.540822916,1.387404633,1.363291211,0.093865741,0.147518755,0.133406418,0.139155948,0.143571676
((GP474GT)/Tx777),OI19,10.726411,1.287293261,0.139375891,0.471559458,1.381977732,1.663194297,1.451174866,1.444432068,0.102197546,0.155086081,0.137293554,0.147177818,0.143527981
((GP474GT-1-B18)/((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-1-1//(LAMA2002-35-2-B-B-B-B/CG44)-1-3-B-1-1-B24)-B5-10-2),OI19,7.944455,1.136310633,0.137409985,0.347554635,1.191565616,1.486445052,1.302348415,1.29554747,0.087183399,0.142816691,0.130612464,0.146768002,0.150959
((GP474GT-1-B18)/((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-1-1//(LAMA2002-35-2-B-B-B-B/CG44)-1-3-B-1-1-B24)-B5-10-2-B13),OI19,7.300734,1.21820903,0.141237278,0.423091356,1.285895081,1.562146506,1.412990718,1.371843423,0.087782696,0.150535166,0.137351278,0.152345163,0.156470331
((GP474GT-1-B18)/(Tx775//LH82)-B6-24-1-1),OI19,6.373813,1.267207489,0.133590092,0.505217873,1.341335954,1.59263339,1.427202834,1.43896394,0.091609612,0.138005565,0.126055397,0.141173778,0.150125995
((GP474GT-1-B18)/(Tx777/Tx775)-B5-12-2-1),OI19,8.939721,1.243460896,0.128731108,0.435104322,1.337251395,1.581001649,1.41068,1.420670264,0.086944814,0.131537816,0.11823194,0.128005954,0.127724527
((GP474GT-1-B18)/(Tx777/Tx775)-B5-15-1-1),OI19,8.656078,1.251325369,0.136890456,0.367584704,1.30547908,1.661594926,1.446033411,1.452889709,0.0947015,0.143063519,0.141208981,0.14445171,0.150896123
((GP474GT-1-B18)/(Tx777/Tx775)-B5-30-1-1),OI19,8.404024,1.134595546,0.135489771,0.34677663,1.223361339,1.480553195,1.304014507,1.267973511,0.097242056,0.144257947,0.130017694,0.142807084,0.146895444
((GP474GT-1-B18)/(Tx778/Tx151)-B5-06-1-1),OI19,10.142507,1.224025218,0.136422753,0.396566814,1.299375592,1.60758162,1.411744179,1.37423242,0.093313961,0.144271249,0.139567486,0.146399672,0.151392266
((GP474GT-1-B18)/(Tx778/Tx151)-B5-07-2-1),OI19,9.277187,1.33975519,0.136742342,0.482168055,1.383802104,1.747100006,1.532267871,1.541975849,0.088182814,0.15192779,0.136528488,0.147262095,0.151332543
((GP474GT-1-B18)/(Tx778/Tx151)-B5-24-1-1),OI19,7.566328,1.213873958,0.136178851,0.432867903,1.308528579,1.567841804,1.37928205,1.339329625,0.106487452,0.149914141,0.134238591,0.140267992,0.140289457
((GP474GT-1-B18)/(Tx778/Tx151)-B5-25-1-2),OI19,8.258703,1.261548782,0.134813186,0.430074248,1.302037848,1.656093492,1.446098034,1.453581767,0.093909103,0.137042643,0.131052486,0.144088401,0.149930084
((GP474GT-1-B18)/(Tx778/Tx151)-B5-26-2-1),OI19,8.993642,1.257836638,0.135488731,0.420935936,1.33914032,1.633700206,1.429973912,1.441162403,0.0972384,0.135088535,0.128771807,0.137428576,0.147716394
((GP474GT-1-B18)/(Tx779/Tx780)-B6-04-2-2),OI19,8.027959,1.266206121,0.134319702,0.431093335,1.33271482,1.641168791,1.463966851,1.438505696,0.092782382,0.15036989,0.122217715,0.13736321,0.146029042
((GP474GT-1-B18)/(Tx779/Tx780)-B6-05-1-1),OI19,8.920504,1.275900092,0.134784749,0.463583419,1.339457075,1.675420691,1.446485254,1.434217039,0.102030618,0.144175745,0.123744865,0.135734484,0.14380805
((GP7169 ; CS17-INC-129-B21)/Tx779 ; CS16-INC-089-B13),OI19,10.034762,1.315999355,0.134469186,0.551830085,1.403307688,1.646375919,1.500280809,1.462827267,0.095566051,0.144056026,0.129354729,0.141804257,0.143275053
((GP7169GT (glyphosate)-1-B18)/((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-1-1//(LAMA2002-35-2-B-B-B-B/CG44)-1-3-B-1-1-B24)-B5-10-2),OI19,8.378854,1.246924959,0.138839826,0.425223017,1.356293347,1.588899134,1.41386775,1.420460439,0.097942363,0.156786501,0.13478236,0.148990013,0.150912537
((GP7169GT (glyphosate)-1-B18)/((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-1-1//(LAMA2002-35-2-B-B-B-B/CG44)-1-3-B-1-1-B24)-B5-10-2-B13),OI19,9.890188,1.228342186,0.136711475,0.438763662,1.278692823,1.568386912,1.415225094,1.406346482,0.084017181,0.152610423,0.140967983,0.138259311,0.149870578
((GP7169GT (glyphosate)-1-B18)/(Tx775//LH82)-B6-24-1-1),OI19,6.199029,1.159986397,0.134022003,0.351606302,1.240251193,1.477639838,1.334599969,1.344206457,0.08637771,0.133035155,0.121252832,0.145322593,0.1640798
((GP7169GT (glyphosate)-1-B18)/(Tx777/Tx775)-B5-12-2-1),OI19,8.373846,1.21764418,0.132567535,0.381182396,1.29287282,1.597733393,1.408012362,1.373705161,0.094638937,0.130750346,0.12956254,0.141600449,0.141919085
((GP7169GT (glyphosate)-1-B18)/(Tx777/Tx775)-B5-15-1-1),OI19,7.631069,1.323311971,0.137532842,0.448458983,1.385031122,1.718768689,1.514317464,1.541461988,0.083571152,0.143796711,0.135703104,0.152815,0.160016183
((GP7169GT (glyphosate)-1-B18)/(Tx777/Tx775)-B5-30-1-1),OI19,8.975885,1.195446222,0.134523704,0.397513715,1.310412042,1.527808521,1.366364425,1.333123976,0.098884097,0.143506927,0.132335446,0.13939031,0.14195069
((GP7169GT (glyphosate)-1-B18)/(Tx778/Tx151)-B5-04-1),OI19,8.124484,1.1910639,0.130567823,0.378742145,1.274243554,1.555731026,1.366205026,1.33978438,0.082758282,0.13353851,0.124880816,0.138858984,0.14114975
((GP7169GT (glyphosate)-1-B18)/(Tx778/Tx151)-B5-04-1-B3),OI19,9.847007,1.239931004,0.133365138,0.424629856,1.31122599,1.599927342,1.417486398,1.418160657,0.089752991,0.139263514,0.132082405,0.142979431,0.147545
((GP7169GT (glyphosate)-1-B18)/(Tx778/Tx151)-B5-06-1-1),OI19,7.763383,1.327747664,0.134455027,0.455139091,1.392862514,1.732985965,1.51555819,1.529389159,0.094754051,0.147211616,0.132456765,0.144897663,0.144738838
((GP7169GT (glyphosate)-1-B18)/(Tx778/Tx151)-B5-24-1-1),OI19,7.964881,1.185489368,0.128314927,0.408989092,1.272239401,1.515657648,1.371262074,1.315296896,0.088704625,0.132162178,0.12227287,0.129962191,0.129658405
((GP7169GT (glyphosate)-1-B18)/(Tx778/Tx151)-B5-26-2-1),OI19,7.582793,1.194999412,0.129669448,0.412958912,1.292039919,1.544890211,1.37045829,1.311831603,0.097029871,0.134225097,0.121579087,0.133544926,0.136543258
((GP7169GT (glyphosate)-1-B18)/(Tx779/Tx780)-B6-04-2-2),OI19,7.252236,1.305818462,0.135881104,0.499949606,1.395184797,1.646362001,1.491742729,1.478527292,0.101153442,0.140813124,0.130086074,0.143573071,0.141620102
((GP7169GT (glyphosate)-1-B18)/(Tx779/Tx780)-B6-05-1-1),OI19,9.257761,1.309706211,0.137507729,0.504655296,1.392491422,1.663721734,1.504608503,1.464841633,0.090166512,0.153742202,0.134697246,0.143487463,0.146128683
((GP7169GT)/Tx777),OI19,7.673615,1.247358918,0.132908859,0.412688825,1.341819986,1.622789479,1.426749807,1.405575107,0.085936773,0.144990445,0.129338631,0.140091468,0.13553839
((LH195 exPVP)/Tx777),OI19,10.061418,1.330269562,0.135446366,0.462756802,1.368712914,1.735258899,1.55559949,1.524884269,0.094740529,0.149700194,0.135597181,0.139230082,0.142517489
((LH195RR)/((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-1-1//(LAMA2002-35-2-B-B-B-B/CG44)-1-3-B-1-1-B24)-B5-10-2),OI19,10.106714,1.290613946,0.140963018,0.467290917,1.34817657,1.65977349,1.481813984,1.475781285,0.101843903,0.164984371,0.139259765,0.146287745,0.148570579
((LH195RR)/((LAMA2002-23-3-B/LAMA2002-58-4-B)-B-B-2-3-B-B-B-1-1//(LAMA2002-35-2-B-B-B-B/CG44)-1-3-B-1-1-B24)-B5-10-2-B13),OI19,10.689298,1.320105196,0.139932504,0.51101607,1.400475148,1.66839015,1.523119161,1.484012679,0.107250902,0.161034414,0.136946374,0.149247463,0.149453766
((LH195RR)/(Tx775//LH82)-B6-24-1-1),OI19,7.849133,1.19022085,0.133018195,0.416791573,1.259729184,1.527733254,1.368795818,1.334601013,0.10938517,0.133570532,0.122062846,0.139894528,0.143837487
((LH195RR)/(Tx777/Tx775)-B5-12-2-1),OI19,11.137584,1.325897657,0.13273877,0.448497206,1.413828862,1.704796244,1.534502118,1.520639349,0.096981106,0.152479421,0.124129947,0.125680351,0.136554456
((LH195RR)/(Tx777/Tx775)-B5-15-1-1),OI19,8.666936,1.273622757,0.132692109,0.419807024,1.327682465,1.66027567,1.46877388,1.469593103,0.09556735,0.144989787,0.12738075,0.138647358,0.146405238
((LH195RR)/(Tx777/Tx775)-B5-30-1-1),OI19,7.22687,1.198672861,0.132448991,0.40573913,1.261773311,1.535509232,1.356145131,1.393840835,0.089330881,0.140387713,0.128097644,0.136262623,0.143442297
((LH195RR)/(Tx778/Tx151)-B5-04-1-B3),OI19,9.715142,1.26154783,0.136345986,0.427873271,1.331754027,1.640420212,1.457510918,1.428552159,0.111433275,0.15780424,0.12885371,0.138307394,0.139794383
((LH195RR)/(Tx778/Tx151)-B5-06-1-1),OI19,9.463589,1.293038167,0.130476057,0.409641075,1.326731027,1.690906711,1.513132683,1.506219235,0.099061096,0.143644717,0.127787826,0.131151211,0.140696709
((LH195RR)/(Tx778/Tx151)-B5-07-2-1),OI19,9.023637,1.352443003,0.133131007,0.477210898,1.396427942,1.736928507,1.567322617,1.579734279,0.099426147,0.14018139,0.131238227,0.139016468,0.139745
((LH195RR)/(Tx778/Tx151)-B5-24-1-1),OI19,8.213067,1.223393301,0.130262522,0.373693955,1.246947523,1.584116845,1.457717912,1.422487784,0.086870218,0.141740549,0.129515546,0.131914091,0.13619297
((LH195RR)/(Tx778/Tx151)-B5-25-1-2),OI19,9.835225,1.326689833,0.13619815,0.475472098,1.364500865,1.721599236,1.546005664,1.518043502,0.099145228,0.150967376,0.136206321,0.137605657,0.143693189
((LH195RR)/(Tx779/Tx780)-B6-04-2-2),OI19,7.757331,1.226163409,0.130943472,0.413267992,1.274527606,1.588058575,1.43394219,1.384202364,0.095989672,0.146614469,0.12068125,0.13175951,0.141503497
((LH195RR)/(Tx779/Tx780)-B6-05-1-1),OI19,8.964442,1.249766203,0.131348983,0.401636741,1.301500241,1.612577981,1.461064934,1.441682792,0.091030485,0.141783621,0.122512352,0.138664594,0.139631111
((LH195RR)/Red Stalker Fill),OI19,10.839232,1.358783241,0.136764912,0.488967378,1.39235118,1.729983492,1.609157432,1.570897625,0.105720772,0.148562792,0.134489426,0.143769691,0.148689832
((LH195RR)/Tx777),OI19,11.028879,1.387082533,0.132363258,0.542691994,1.433056262,1.773162218,1.614154401,1.569405009,0.093584002,0.138868122,0.132818239,0.137781226,0.138196668
((LH195RR2)/(Tx777/Tx775)-B5-39-1-2),OI19,9.894172,1.201796189,0.134972569,0.45634469,1.267831971,1.538307353,1.371242796,1.33840371,0.106883692,0.157771031,0.122834237,0.135649418,0.138193778
((LH195RR2)/(Tx778/Tx151)-B5-26-2-1),OI19,9.383675,1.311374052,0.127946193,0.473935793,1.364399357,1.699992624,1.505967644,1.501368043,0.096903535,0.138445109,0.118563663,0.12891052,0.129658009
((LH195RR2)/(Tx779/Tx780)-B6-05-1-B4),OI19,8.118152,1.233746528,0.130994294,0.380749073,1.299834516,1.592213005,1.457151413,1.407531713,0.097870072,0.140586406,0.115957598,0.131330946,0.145128807
((LH287RR2)/(LH195//Tx773)-B3-17-2-1-B6),OI19,4.686788,1.185253268,0.134473285,0.414570595,1.238489458,1.539124902,1.372515335,1.314134235,0.091398789,0.143622565,0.132373402,0.138160375,0.143023632
((LH287RR2)/(LH195//Tx773)-B3-26-1-1-B12),OI19,6.543995,1.207388516,0.132685338,0.420228635,1.271827757,1.553041463,1.392585705,1.35719351,0.088200399,0.137057261,0.125508514,0.137337005,0.143068189
((LH287RR2)/(LH195//Tx773)-B3-26-1-3-B8),OI19,4.544295,1.179180302,0.129591449,0.399446268,1.236767687,1.523686555,1.361703345,1.324272991,0.086052222,0.137620072,0.123480392,0.135100937,0.140906236
((LH310RR2)/Tx777),OI19,8.935708,1.412139152,0.137781805,0.510173982,1.458284622,1.828524474,1.638740927,1.631826537,0.096031634,0.143177057,0.139496359,0.153656329,0.162619495
((TR8145RR2)/Tx777),OI19,8.729323,1.394160896,0.137999192,0.523923297,1.4573782,1.795035664,1.612266945,1.587546284,0.087344627,0.149862975,0.139862292,0.148962058,0.15194576
((Tx150)/Tx777),OI19,6.686991,1.164862837,0.136363726,0.340402064,1.174596224,1.524990468,1.377536474,1.361908394,0.097253771,0.146066351,0.143733369,0.141427096,0.147449745
((Tx1706)/Tx777),OI19,6.818927,1.213872316,0.131372379,0.411530654,1.273540338,1.577023585,1.398694028,1.374670857,0.085134366,0.12891324,0.127151486,0.140144316,0.143612809
((Tx1709)/Tx777),OI19,8.280947,1.257658586,0.135210188,0.420209784,1.297503221,1.659133114,1.45334089,1.43648434,0.092746075,0.149654234,0.137151032,0.13969358,0.142539784
((Tx779 ; CS16-BULK-BISO)/Tx789 ; CS15-INC-077-B24),OI19,9.489336,1.314871985,0.133071707,0.458587419,1.386897117,1.697675273,1.50861617,1.512202754,0.10068007,0.138848157,0.118678651,0.136514457,0.152595914
((Tx781 ; CS14-INC-125-B19)/LH210 ; CS15-EOTH-56-B12),OI19,8.991083,1.309379146,0.138192349,0.493766286,1.444115707,1.610159149,1.497286066,1.484909297,0.108046372,0.151165605,0.129769872,0.138049887,0.144838523
((Tx781 ; CS14-INC-125-B19)/Tx777 ; CS16-INC-085-B12),OI19,10.858317,1.238626597,0.140708227,0.425201034,1.338030818,1.574923151,1.428934571,1.393054855,0.10760092,0.161521873,0.130617603,0.144136457,0.153572215
((Tx781)/Tx777),OI19,10.262913,1.316620875,0.13977076,0.53789341,1.407136751,1.653575842,1.493379433,1.475181876,0.10501951,0.160319524,0.136230394,0.142685502,0.148859311
((TX784)/Tx777),OI19,7.956947,1.169898501,0.132274963,0.325528242,1.224427517,1.552563029,1.362441402,1.339732261,0.093508024,0.147728477,0.127628792,0.137315535,0.139906269
((Tx788)/Tx777),OI19,7.434236,1.173264068,0.130892965,0.366090566,1.242406526,1.53711959,1.342398461,1.330236757,0.090759482,0.126672936,0.122869955,0.138676853,0.146853633
((Tx789)/Tx777),OI19,8.821485,1.234635776,0.134231525,0.405437986,1.299483837,1.606668416,1.430734091,1.401491035,0.099920467,0.132361078,0.123849643,0.143306212,0.14439021
((Tx790 ; CS16-INC-108-B15)/Tx779 ; CS16-INC-089-B13),OI19,9.85348,1.275922047,0.127220576,0.462074535,1.367174281,1.632021734,1.456828532,1.439790643,0.088490503,0.143213457,0.118106931,0.132982435,0.139364733
((Tx790)/Tx777),OI19,10.10454,1.302826728,0.130901998,0.437576031,1.401993592,1.668396839,1.516224712,1.478174823,0.092272325,0.143112764,0.124831567,0.132333256,0.139521031
((Tx793)/Tx777),OI19,9.81901,1.248694371,0.139934641,0.425372151,1.317530262,1.605713982,1.440279347,1.425262378,0.101142126,0.157697144,0.144975455,0.146042099,0.147532009
((Tx794)/Tx777),OI19,10.43492,1.356455816,0.137699298,0.496595788,1.433809322,1.750080236,1.564309895,1.53481454,0.089170996,0.145090599,0.133749258,0.147958441,0.152093017
(CML450-B/Tx110)-B-3-B-1-B-B-1-1-B18-B18/LH195 (ex-pvp),OI19,9.415902,1.286113389,0.138950436,0.422500594,1.330955754,1.656997239,1.487924766,1.513262784,0.10568011,0.148893995,0.13048403,0.140069109,0.154665349
BH8721VT2P (2019),OI19,8.973701,1.259799294,0.13925506,0.458109752,1.387639784,1.585487685,1.419503202,1.424361843,0.101529868,0.130000608,0.140676009,0.154803464,0.150999303
BH8737VT2P (2019),OI19,8.926205,1.29254295,0.14009575,0.486785774,1.448342903,1.629424191,1.446528528,1.426734093,0.096132207,0.15104455,0.141423937,0.154518508,0.157481026
BH8900VIP3111 (2019),OI19,8.680029,1.346584803,0.13714554,0.454014464,1.455238825,1.713379188,1.561607934,1.54704865,0.095353993,0.133847337,0.134386806,0.147550654,0.15738966
BMP2-B107,OI19,7.209245,1.292092564,0.135117718,0.463077051,1.387905701,1.628382196,1.483032465,1.477560075,0.09470965,0.151430131,0.137854865,0.141637413,0.142931049
DKC62-08 (2017),OI19,10.080083,1.214691938,0.145021119,0.427970282,1.338830518,1.524111077,1.384748363,1.360131733,0.085313197,0.163193337,0.15575921,0.16163905,0.159773807
GA788VT2PRO (2017),OI19,9.164681,1.164257722,0.14060609,0.383848901,1.291175186,1.47906247,1.337540652,1.281052365,0.102734675,0.137064919,0.139287624,0.151446605,0.1550637
GP474GT-B16,OI19,10.042603,1.237433763,0.138855911,0.476361358,1.30530926,1.579354581,1.414051504,1.384882179,0.099249076,0.152459089,0.13778407,0.14846262,0.142701928
LG5701VT2PRO (2018),OI19,7.543208,1.285391441,0.141735233,0.491525423,1.34829286,1.629853544,1.483526399,1.45281514,0.092192654,0.144896456,0.142794245,0.155733622,0.164064467
red stalker fill,OI19,10.972757,1.261305748,0.127633534,0.476051881,1.382615003,1.591200617,1.423770326,1.404018925,0.091875744,0.149543595,0.117840024,0.123809035,0.126902061
REV23LPR55 (2017),OI19,10.274592,1.307269171,0.140623398,0.488255919,1.403458667,1.692557021,1.476684103,1.46311907,0.104987285,0.148687487,0.140281335,0.154037821,0.152251757
